"","c..Ifitm1....Fcgbp....Kng2....Krt6a....Anxa8....Sprr2f....Fxyd5..."
"31127","Gm45126"
"31128","Klk1b23-ps"
"31129","Gm9521"
"31130","1700011C11Rik"
"31131","Gm44769"
"31132","Gm44904"
"31133","Gm44628"
"31134","Olfr278-ps1"
"31135","Gm44729"
"31136","4833404L02Rik"
"31137","Gm45204"
"31138","Gm45228"
"31139","Gm44629"
"31140","4933432K03Rik"
"31141","C130083A15Rik"
"31142","Rpl19-ps9"
"31143","Gm44766"
"31144","RP23-325D10.3"
"31145","Gm6230"
"31146","Gm45177"
"31147","Gm44620"
"31148","4933423L19Rik"
"31149","Gm44787"
"31150","RP24-274B19.2"
"31151","4931412I15Rik"
"31152","Olfr1310"
"31153","Gm44885"
"31154","Vmn2r-ps89"
"31155","Gm44661"
"31156","Gm7957"
"31157","Gm17909"
"31158","Gm18458"
"31159","Gm44813"
"31160","Gm44865"
"31161","Gm45189"
"31162","Gm44547"
"31163","Gm626"
"31164","Gm4501"
"31165","Gm6702"
"31166","Gm45090"
"31167","Gm10623"
"31168","B830042I05Rik"
"31169","4933430N04Rik"
"31170","Gm35147"
"31171","Gm44914"
"31172","Gm44930"
"31173","Gm18464"
"31174","Gm44917"
"31175","Gm44912"
"31176","Gm44578"
"31177","Gm6070"
"31178","5930435M05Rik"
"31179","Gm17991"
"31180","Gm5002"
"31181","Gm44933"
"31182","Gm44617"
"31183","Gm44643"
"31184","Gm45087"
"31185","Gm44532"
"31186","Gm44893"
"31187","Gm45102"
"31188","Gm21505"
"31189","Gm9711"
"31190","Gm45064"
"31191","Gm44692"
"31192","Gm45157"
"31193","Gm18056"
"31194","Gm44560"
"31195","Gm44849"
"31196","Gm44563"
"31197","RP23-306P12.3"
"31198","4930402F11Rik"
"31199","Olfr1479-ps1"
"31200","Gm45231"
"31201","Olfr1555-ps1"
"31202","Gm44847"
"31203","Olfr1291-ps1"
"31204","Gm9449"
"31205","Gm44927"
"31206","RP23-103E11.7"
"31207","Gm20136"
"31208","Gm44811"
"31209","C430049E01Rik"
"31210","Gm9377"
"31211","Gm45029"
"31212","Gm45147"
"31213","Gm44618"
"31214","Gm8314"
"31215","Gm4541"
"31216","Olfr1293-ps"
"31217","Gm9373"
"31218","Gm44625"
"31219","Gm45113"
"31220","Gm44908"
"31221","Gm44966"
"31222","Gm18944"
"31223","Gm38451"
"31224","Gm44802"
"31225","Olfr1295"
"31226","Gm44678"
"31227","Gm4083"
"31228","Gm44825"
"31229","4933436H12Rik"
"31230","Gm19880"
"31231","Vmn2r-ps61"
"31232","Gm44701"
"31233","Olfr1284"
"31234","Gm31463"
"31235","Gm44582"
"31236","4930588G17Rik"
"31237","Gm8745"
"31238","Gm18908"
"31239","Gm44583"
"31240","Olfr500-ps1"
"31241","D530014G21Rik"
"31242","Gm44660"
"31243","Gm44559"
"31244","Gm4558"
"31245","Olfr1481-ps1"
"31246","Gm18598"
"31247","Olfr1422-ps1"
"31248","Olfr705"
"31249","Gm44612"
"31250","Gm45129"
"31251","Gm45179"
"31252","Gm21032"
"31253","Gm44943"
"31254","Gm32540"
"31255","Gm44959"
"31256","Gm16478"
"31257","Gm44551"
"31258","Gm45119"
"31259","Gm45181"
"31260","Gm45011"
"31261","Gm18210"
"31262","Gm7675"
"31263","Gm44555"
"31264","Olfr1483-ps1"
"31265","Mlnr-ps"
"31266","Gm45180"
"31267","Gm44689"
"31268","Gm45155"
"31269","Gm15262"
"31270","Gm17988"
"31271","Gm44926"
"31272","Gm44916"
"31273","Gm45009"
"31274","Gm45056"
"31275","Gm44934"
"31276","Gm44648"
"31277","RP23-75I5.1"
"31278","Gm19092"
"31279","Gm44846"
"31280","Gm31663"
"31281","Olfr485"
"31282","Gm45045"
"31283","Olfr505-ps1"
"31284","Gm18460"
"31285","Gm45024"
"31286","Gm44900"
"31287","Gm36011"
"31288","Gm44594"
"31289","B230209E15Rik"
"31290","Olfr1439-ps1"
"31291","Gm44929"
"31292","Gm45027"
"31293","Gm44857"
"31294","Gm44820"
"31295","Gm44723"
"31296","Gm44546"
"31297","Gm44631"
"31298","Gm44809"
"31299","Gm18455"
"31300","Gm44812"
"31301","Olfr1432"
"31302","Gm44565"
"31303","Gm18063"
"31304","Gm6858"
"31305","Gm44683"
"31306","Olfr752-ps1"
"31307","Gm35842"
"31308","Gm44717"
"31309","Olfr1421-ps1"
"31310","Gm45201"
"31311","Olfr1315-ps1"
"31312","Gm44960"
"31313","Gm45209"
"31314","C030038I04Rik"
"31315","Gm44542"
"31316","Gm18465"
"31317","Gm44991"
"31318","Gm18060"
"31319","Gm44680"
"31320","Gm45084"
"31321","Gm44571"
"31322","Gm45115"
"31323","Gm44599"
"31324","Gm6290"
"31325","Gm44913"
"31326","Gm45012"
"31327","Gm44656"
"31328","Gm44789"
"31329","Gm2676"
"31330","A630009H07Rik"
"31331","Gm44741"
"31332","Olfr695"
"31333","Gm9354"
"31334","Gm4513"
"31335","Gm44622"
"31336","Gm44961"
"31337","Gm44517"
"31338","Gm5324"
"31339","Gm4585"
"31340","Gm44784"
"31341","Gm45207"
"31342","Gm2734"
"31343","Olfr511-ps1"
"31344","Gm44840"
"31345","Gm18469"
"31346","Gm44975"
"31347","Gm45162"
"31348","Gm45145"
"31349","Gm8285"
"31350","Gm19033"
"31351","Gm44755"
"31352","Gm44611"
"31353","Gm44586"
"31354","Gm44992"
"31355","Gm18470"
"31356","Gm45105"
"31357","Gm44593"
"31358","Gm45088"
"31359","Gm44827"
"31360","Gm18057"
"31361","Gm19950"
"31362","Gm44587"
"31363","Gm44799"
"31364","Gm44888"
"31365","Gm44536"
"31366","Gm18062"
"31367","Gm20074"
"31368","Olfr1464-ps1"
"31369","Gm45132"
"31370","Gm18877"
"31371","4933430H16Rik"
"31372","Gm44781"
"31373","Gm44953"
"31374","Gm45014"
"31375","Gm44544"
"31376","Gm32916"
"31377","Gm44753"
"31378","Sycp1-ps1"
"31379","Gm18393"
"31380","Gm44752"
"31381","Gm44644"
"31382","A230103L15Rik"
"31383","Gm44516"
"31384","Gm45159"
"31385","Olfr1455-ps1"
"31386","Gm45187"
"31387","Gm44862"
"31388","Gm44545"
"31389","Gm45098"
"31390","Gm45076"
"31391","Gm6240"
"31392","Gm35000"
"31393","Gm18052"
"31394","Gm44798"
"31395","Gm45089"
"31396","Gm44600"
"31397","Gm20744"
"31398","Gm44653"
"31399","RP24-369J8.1"
"31400","Gm44714"
"31401","Gm44666"
"31402","Gm44534"
"31403","Gm44822"
"31404","Gm18757"
"31405","Gm45166"
"31406","Gm44657"
"31407","4930598N05Rik"
"31408","Gm45065"
"31409","2900027M19Rik"
"31410","Gm44528"
"31411","Gm45085"
"31412","Gm5890"
"31413","Gm44652"
"31414","Gm18061"
"31415","Gm45086"
"31416","Gm5735"
"31417","Gm21035"
"31418","Gm21036"
"31419","Gm6007"
"31420","Gm44947"
"31421","Zfp264"
"31422","Pafah1b1-ps2"
"31423","Gm3257"
"31424","Gm44654"
"31425","Gm18195"
"31426","Gm44761"
"31427","Olfr1478-ps1"
"31428","Gm18268"
"31429","Gm18213"
"31430","Olfr1476-ps1"
"31431","Gm44621"
"31432","Gm45131"
"31433","Olfr468-ps1"
"31434","Gm44841"
"31435","Gm44570"
"31436","Gm45038"
"31437","Gm44715"
"31438","4933402C05Rik"
"31439","Gm44996"
"31440","Gm6518"
"31441","Gm21037"
"31442","Gm44630"
"31443","Gm9445"
"31444","Gm45232"
"31445","Gm18206"
"31446","Gm45146"
"31447","Olfr126"
"31448","Olfr499-ps1"
"31449","Gm44907"
"31450","Gm44676"
"31451","Gm44872"
"31452","Olfr1299"
"31453","Gm30196"
"31454","Gm9375"
"31455","Gm45116"
"31456","Gm45039"
"31457","Gm44762"
"31458","Gm44858"
"31459","Olfr1470-ps1"
"31460","Gm44577"
"31461","Gm44866"
"31462","Gm44561"
"31463","Gm5997"
"31464","Gm44642"
"31465","Gm35060"
"31466","Gm45176"
"31467","Gm44598"
"31468","A930002H02Rik"
"31469","Gm44860"
"31470","Olfr712-ps1"
"31471","Gm8685"
"31472","Gm44993"
"31473","Gm44610"
"31474","Gm5053"
"31475","Gm18453"
"31476","Gm4536"
"31477","Gm44588"
"31478","Gm44681"
"31479","Gm45200"
"31480","5330413D20Rik"
"31481","Gm18055"
"31482","Gm44906"
"31483","Gm44938"
"31484","Gm44744"
"31485","Gm18058"
"31486","Gm44871"
"31487","Gm45000"
"31488","Gm6426"
"31489","Gm45048"
"31490","Gm18054"
"31491","Gm10584"
"31492","Gm45046"
"31493","Gm4528"
"31494","Gm45101"
"31495","Gm19182"
"31496","Gm4548"
"31497","Gm45230"
"31498","Gm45144"
"31499","Gm44537"
"31500","Gm44651"
"31501","Gm45188"
"31502","Gm44733"
"31503","Olfr1488-ps1"
"31504","Gm44541"
"31505","Gm44713"
"31506","Gm44572"
"31507","Gm32111"
"31508","Phgdh-ps1"
"31509","Gm44564"
"31510","Gm44808"
"31511","Gm5739"
"31512","Gm44774"
"31513","Gm44886"
"31514","Gm45164"
"31515","Gm18462"
"31516","Gm45167"
"31517","Gm44967"
"31518","Gm45112"
"31519","Gm18410"
"31520","Gm44700"
"31521","Gm44743"
"31522","RP23-62N8.4"
"31523","Gm44576"
"31524","Gm44682"
"31525","Gm44693"
"31526","Gm44699"
"31527","Gm45037"
"31528","Gm45160"
"31529","Gm45041"
"31530","Gm17780"
"31531","Olfr1482-ps1"
"31532","Gm44679"
"31533","A330076H08Rik"
"31534","Olfr1283"
"31535","Gm44968"
"31536","Gm9165"
"31537","Olfr1438-ps1"
"31538","Gm45099"
"31539","Gm44754"
"31540","Gm42402"
"31541","Gm44742"
"31542","Gm45028"
"31543","Gm44925"
"31544","Gm44845"
"31545","Gm45030"
"31546","Gm18127"
"31547","Gm44548"
"31548","Olfr1486-ps1"
"31549","A26c2"
"31550","Gm4574"
"31551","Gm44515"
"31552","Gm45175"
"31553","Gm44852"
"31554","Gm18256"
"31555","Gm45183"
"31556","Olfr706"
"31557","Gm4880"
"31558","Gm45118"
"31559","Gm44716"
"31560","Gm44797"
"31561","Gm18049"
"31562","Gm44946"
"31563","Gm44562"
"31564","Gm44668"
"31565","Gm44948"
"31566","Olfr696-ps1"
"31567","Gm45015"
"31568","Gm44675"
"31569","Gm44626"
"31570","Gm44690"
"31571","Gm44773"
"31572","Gm44887"
"31573","Olfr761"
"31574","Gm7397"
"31575","Gm18461"
"31576","Gm44826"
"31577","Gm45128"
"31578","Gm17931"
"31579","Gm44518"
"31580","Gm45182"
"31581","Gm44688"
"31582","Olfr1300-ps1"
"31583","Gm45023"
"31584","Gm44936"
"31585","RP23-54G8.4"
"31586","Gm45199"
"31587","Gm4565"
"31588","Gm45117"
"31589","Gm44533"
"31590","Cpeb1os1"
"31591","Olfr1311"
"31592","Gm19963"
"31593","Gm16443"
"31594","Olfr515-ps1"
"31595","Gm44994"
"31596","Gm9343"
"31597","Olfr1430-ps1"
"31598","Gm18059"
"31599","Gm44535"
"31600","Gm45165"
"31601","Gm44569"
"31602","Olfr1460-ps1"
"31603","Gm44859"
"31604","Gm44800"
"31605","Gm45163"
"31606","Gm44702"
"31607","Gm44998"
"31608","Gm45174"
"31609","Olfr1304-ps1"
"31610","Gm18471"
"31611","Olfr496-ps1"
"31612","Gm45223"
"31613","Gm44585"
"31614","Gm45161"
"31615","Olfr1435-ps1"
"31616","Gm44937"
"31617","Gm45075"
"31618","Gm45072"
"31619","Gm45073"
"31620","Gm44853"
"31621","Bc1-ps1"
"31622","Gm34964"
"31623","Gm45002"
"31624","Gm18466"
"31625","4930560O18Rik"
"31626","Gm9195"
"31627","Gm3198"
"31628","Olfr1280"
"31629","Gm18129"
"31630","4930405G09Rik"
"31631","Gm34783"
"31632","Gm44584"
"31633","Gm44909"
"31634","Gm44889"
"31635","Gm44848"
"31636","Gm7506"
"31637","Gm45103"
"31638","Gm19032"
"31639","Gm7587"
"31640","Gm30646"
"31641","Gm8486"
"31642","Gm19127"
"31643","B930025P03Rik"
"31644","Gm34272"
"31645","Gm21034"
"31646","Gm18306"
"31647","Gm45111"
"31648","Gm44919"
"31649","Gm45130"
"31650","Gm4756"
"31651","Olfr1298"
"31652","Gm6828"
"31653","Gm19126"
"31654","Gm15396"
"31655","Gm33882"
"31656","Gm21033"
"31657","RP23-419K14.11"
"31658","Olfr1485-ps1"
"31659","Olfr492"
"31660","Gm45222"
"31661","Gm44864"
"31662","Gm44999"
"31663","Gm44786"
"31664","Gm45156"
"31665","Gm44677"
"31666","Gm44724"
"31667","Gm18559"
"31668","Gm45049"
"31669","Gm44928"
"31670","Gm19900"
"31671","Gm31343"
"31672","Gm6882"
"31673","Gm44843"
"31674","Gm18806"
"31675","Olfr1493-ps1"
"31676","Olfr1285"
"31677","Olfr1319-ps1"
"31678","Gm44691"
"31679","Gm19091"
"31680","Gm9357"
"31681","Olfr1492-ps1"
"31682","Gm44801"
"31683","Olfr1498-ps1"
"31684","Gm7394"
"31685","Gm44842"
"31686","Gm8728"
"31687","9330162G02Rik"
"31688","Olfr200-ps1"
"31689","Gm44910"
"31690","Gm44821"
"31691","Gm6112"
"31692","Olfr470"
"31693","Gm44844"
"31694","Olfr1468-ps1"
"31695","Gm44788"
"31696","Gm18468"
"31697","Olfr1294"
"31698","Gm45066"
"31699","Gm38941"
"31700","Gm44892"
"31701","4930435N07Rik"
"31702","Gm44531"
"31703","Gm17992"
"31704","RP24-274B19.1"
"31705","Gm18463"
"31706","Gm45100"
"31707","Gm34280"
"31708","Gm45178"
"31709","Gm44772"
"31710","Gm44918"
"31711","Gm18467"
"31712","Gm44554"
"31713","Gm44624"
"31714","Gm44655"
"31715","Olfr1473-ps1"
"31716","B230206I08Rik"
"31717","Gm44831"
"31718","Gm44704"
"31719","Gm44543"
"31720","Gm16475"
"31721","RP24-532L16.1"
"31722","RP24-155I9.1"
"31723","RP23-346N11.3"
"31724","RP24-473D4.3"
"31725","RP23-134A7.1"
"31726","RP23-383A10.1"
"31727","RP24-96N12.4"
"31728","RP24-247M18.4"
"31729","RP23-24C14.1"
"31730","RP24-553L18.2"
"31731","RP23-56A14.11"
"31732","RP23-74O12.5"
"31733","RP24-370L8.4"
"31734","Olfr565-ps1"
"31735","RP23-154H18.2"
"31736","RP23-226C6.3"
"31737","RP23-478B10.1"
"31738","RP24-235D23.5"
"31739","RP23-393E8.4"
"31740","RP23-348E10.3"
"31741","RP24-104I4.3"
"31742","RP23-93F3.2"
"31743","RP24-240K8.7"
"31744","RP23-397L11.5"
"31745","RP23-348E18.2"
"31746","CH25-501L8.5"
"31747","RP23-398L15.1"
"31748","RP24-229E19.3"
"31749","RP24-314B3.2"
"31750","RP23-20K21.2"
"31751","RP24-370N20.1"
"31752","RP24-345M16.5"
"31753","RP23-479K9.4"
"31754","RP23-114F11.1"
"31755","RP23-418L5.4"
"31756","Saa-ps"
"31757","RP24-137O21.1"
"31758","RP24-163J22.6"
"31759","RP24-313C11.1"
"31760","RP23-114A6.4"
"31761","RP24-130A20.1"
"31762","RP23-399A18.10"
"31763","Olfr494"
"31764","RP23-39D21.2"
"31765","RP24-367H14.3"
"31766","RP23-323L3.7"
"31767","RP23-56A14.14"
"31768","Olfr489-ps1"
"31769","RP23-60P23.4"
"31770","RP24-475C24.9"
"31771","RP24-95N3.3"
"31772","RP23-116P5.3"
"31773","RP23-324B16.6"
"31774","RP23-300I4.1"
"31775","RP23-413F14.3"
"31776","RP24-345M16.3"
"31777","RP23-372N15.4"
"31778","RP24-202L5.3"
"31779","RP23-56A14.7"
"31780","RP24-126J17.5"
"31781","RP24-119F15.1"
"31782","Olfr605"
"31783","RP24-347O5.7"
"31784","RP24-235K6.2"
"31785","RP23-323L3.3"
"31786","RP23-339I14.2"
"31787","RP24-274N3.1"
"31788","RP23-154H18.1"
"31789","RP23-104C18.1"
"31790","RP23-324B16.1"
"31791","RP23-28E6.13"
"31792","Olfr674-ps1"
"31793","RP24-160I20.4"
"31794","RP23-118B13.1"
"31795","RP24-111G17.15"
"31796","RP24-462N24.1"
"31797","RP24-281J17.3"
"31798","RP23-330A24.1"
"31799","RP24-367D19.1"
"31800","RP24-96C7.2"
"31801","RP23-35L23.8"
"31802","RP24-301F13.1"
"31803","RP23-93F3.3"
"31804","RP24-502D8.2"
"31805","RP23-383P11.8"
"31806","RP23-32D9.1"
"31807","RP23-348E18.7"
"31808","RP24-351P7.7"
"31809","RP24-486I4.3"
"31810","RP23-93F3.4"
"31811","RP24-303N21.1"
"31812","RP23-166L22.1"
"31813","RP23-64O4.3"
"31814","RP23-354L18.6"
"31815","RP23-348E10.2"
"31816","RP23-432H1.7"
"31817","RP24-95N3.4"
"31818","RP23-182C11.3"
"31819","RP23-145M5.3"
"31820","RP24-247M18.5"
"31821","RP24-351P7.1"
"31822","RP24-222P6.4"
"31823","RP23-330O16.3"
"31824","RP24-235C16.5"
"31825","RP23-378E4.4"
"31826","RP24-160I20.2"
"31827","RP24-101G17.1"
"31828","RP24-273H15.6"
"31829","RP23-34E4.7"
"31830","RP24-475C24.11"
"31831","RP24-258B3.4"
"31832","RP23-422L16.28"
"31833","RP23-278M23.1"
"31834","RP24-116C19.5"
"31835","RP24-423F11.1"
"31836","RP23-112D14.1"
"31837","RP24-111G17.12"
"31838","RP23-348E18.5"
"31839","RP24-116G1.1"
"31840","RP23-140J10.1"
"31841","RP23-44P12.5"
"31842","RP23-297C11.1"
"31843","RP23-152A2.2"
"31844","Hmgb1-rs17"
"31845","RP24-337F7.3"
"31846","RP23-35L23.6"
"31847","RP24-426B21.1"
"31848","RP24-156K15.3"
"31849","RP23-61O11.11"
"31850","RP23-96L20.1"
"31851","RP23-35L23.7"
"31852","RP24-187F1.2"
"31853","RP24-531D19.1"
"31854","RP23-442K7.7"
"31855","RP24-351P7.2"
"31856","RP24-77E13.11"
"31857","RP24-423F11.2"
"31858","RP23-183A4.1"
"31859","RP23-435J8.2"
"31860","RP23-336P3.1"
"31861","RP23-93F3.1"
"31862","RP24-310O9.2"
"31863","RP24-439K22.1"
"31864","RP23-416G20.2"
"31865","RP24-168F5.2"
"31866","RP23-359P12.1"
"31867","RP23-212F18.4"
"31868","Olfr471"
"31869","RP23-221P20.2"
"31870","RP23-211B19.3"
"31871","RP23-443B19.1"
"31872","RP24-163K4.3"
"31873","RP24-96N12.3"
"31874","RP23-324B16.7"
"31875","RP24-562E3.3"
"31876","RP23-185B22.3"
"31877","RP24-370L8.9"
"31878","RP23-44P12.3"
"31879","Olfr1316"
"31880","RP23-246L24.2"
"31881","RP23-58C12.2"
"31882","RP23-253I14.4"
"31883","RP24-345M16.2"
"31884","RP23-296G24.1"
"31885","RP23-472M3.1"
"31886","Tpt1-ps4"
"31887","Olfr1279"
"31888","RP23-380M21.1"
"31889","RP23-187N1.2"
"31890","RP23-324B16.2"
"31891","RP24-325F10.1"
"31892","RP24-155I9.3"
"31893","RP23-115C10.3"
"31894","RP23-157I3.5"
"31895","RP23-61O11.12"
"31896","RP23-88N2.1"
"31897","Olfr643"
"31898","RP23-462E18.1"
"31899","RP24-380D10.2"
"31900","RP24-156K15.5"
"31901","RP24-235N21.3"
"31902","RP24-371E20.5"
"31903","Olfr662-ps1"
"31904","RP23-122P1.12"
"31905","RP24-147O12.1"
"31906","Olfr730"
"31907","RP24-539K4.1"
"31908","RP23-324L6.1"
"31909","RP24-531I15.1"
"31910","RP23-339P15.2"
"31911","RP24-462N24.2"
"31912","Olfr581-ps1"
"31913","RP23-330O16.2"
"31914","RP23-143A15.1"
"31915","RP23-187B20.1"
"31916","RP24-553L18.1"
"31917","RP23-383A10.3"
"31918","RP23-110M15.1"
"31919","CH25-501L8.2"
"31920","CH36-204O7.1"
"31921","RP24-548F24.1"
"31922","Gm14818"
"31923","RP23-56A14.10"
"31924","RP23-35L23.3"
"31925","RP24-68L14.11"
"31926","RP24-347O5.8"
"31927","RP23-472M3.2"
"31928","RP23-143B2.1"
"31929","RP23-99B10.4"
"31930","RP24-160I20.3"
"31931","RP23-81K14.6"
"31932","RP23-47L13.5"
"31933","RP23-300I4.3"
"31934","RP23-72K19.2"
"31935","RP23-290O4.2"
"31936","Olfr567-ps1"
"31937","CH25-501L8.4"
"31938","RP23-292K4.1"
"31939","RP24-274F20.4"
"31940","RP24-163J22.8"
"31941","Olfr490"
"31942","RP23-23D1.2"
"31943","RP24-571A14.6"
"31944","RP23-15B11.1"
"31945","RP24-96C7.9"
"31946","RP23-471H21.1"
"31947","RP23-307E9.2"
"31948","Olfr540-ps1"
"31949","RP23-116P5.1"
"31950","RP24-301F13.2"
"31951","RP24-90N20.1"
"31952","RP23-129K15.1"
"31953","RP24-371E20.2"
"31954","RP24-96C7.4"
"31955","RP24-388A6.3"
"31956","RP23-198F6.2"
"31957","Olfr546-ps1"
"31958","RP23-217F11.3"
"31959","RP23-453P1.1"
"31960","RP24-378B22.2"
"31961","RP24-235N21.5"
"31962","RP24-180H20.1"
"31963","RP24-201K16.2"
"31964","RP23-399A18.11"
"31965","RP23-348E10.1"
"31966","RP23-57D10.2"
"31967","RP23-68E7.5"
"31968","RP24-169O12.1"
"31969","RP23-212F18.5"
"31970","RP24-473D4.2"
"31971","RP24-235D23.2"
"31972","RP23-44P12.6"
"31973","RP23-74O12.8"
"31974","RP23-218K15.5"
"31975","RP23-378E4.1"
"31976","RP23-292P21.2"
"31977","RP23-417L14.6"
"31978","RP24-198O18.1"
"31979","RP23-324B16.4"
"31980","RP24-391G14.9"
"31981","RP24-345M16.4"
"31982","RP23-77F18.1"
"31983","RP23-413D14.6"
"31984","RP24-116G21.1"
"31985","RP23-373C4.1"
"31986","RP23-122B13.1"
"31987","RP23-339P15.1"
"31988","RP23-329B24.1"
"31989","RP24-235B15.7"
"31990","RP23-99L5.1"
"31991","RP23-469O12.6"
"31992","RP24-560O24.1"
"31993","Olfr601"
"31994","RP23-44P12.7"
"31995","RP23-479K9.3"
"31996","RP24-235D23.6"
"31997","RP23-296C23.2"
"31998","RP23-170M20.1"
"31999","RP23-178G8.4"
"32000","RP23-135D17.1"
"32001","RP24-336D11.3"
"32002","RP23-81K14.5"
"32003","RP24-91C7.1"
"32004","RP24-371C6.1"
"32005","RP24-96C7.6"
"32006","RP24-111G17.13"
"32007","RP24-313C11.5"
"32008","RP24-370L8.10"
"32009","RP23-169M5.2"
"32010","RP24-383I8.3"
"32011","RP23-212F18.2"
"32012","RP23-93A22.3"
"32013","RP23-39D21.3"
"32014","RP24-497H18.3"
"32015","RP23-410F24.1"
"32016","RP24-351P7.4"
"32017","RP24-447D19.1"
"32018","RP23-145J18.1"
"32019","RP23-185B22.2"
"32020","RP23-314A15.4"
"32021","RP24-313C11.3"
"32022","RP23-185B22.1"
"32023","RP23-231A8.1"
"32024","RP23-436E6.1"
"32025","RP23-50F12.1"
"32026","RP24-367D19.3"
"32027","RP24-424D1.4"
"32028","RP24-168N14.2"
"32029","RP24-84J11.2"
"32030","RP23-323L3.5"
"32031","RP23-336P3.2"
"32032","RP24-371E20.3"
"32033","RP23-212F18.3"
"32034","RP23-213K14.2"
"32035","Olfr560"
"32036","RP23-305G5.1"
"32037","RP24-167E6.1"
"32038","Olfr644"
"32039","RP23-349P4.1"
"32040","RP23-435J8.1"
"32041","RP24-155I9.2"
"32042","RP23-453P1.2"
"32043","RP23-301N20.4"
"32044","RP23-252I24.3"
"32045","RP23-63I1.7"
"32046","RP23-297G13.1"
"32047","RP24-547H18.2"
"32048","RP24-163K4.1"
"32049","RP24-170K5.1"
"32050","RP24-233F22.1"
"32051","RP23-423E20.7"
"32052","RP24-121L4.3"
"32053","RP24-144M14.5"
"32054","Olfr1527-ps1"
"32055","RP23-44P12.2"
"32056","RP23-348E18.3"
"32057","RP24-380D10.4"
"32058","RP23-246L24.1"
"32059","RP23-322E23.3"
"32060","RP23-112C18.7"
"32061","Olfr673-ps1"
"32062","RP23-343D3.4"
"32063","RP24-84J11.1"
"32064","RP23-339I14.3"
"32065","RP23-238C13.1"
"32066","RP24-258B3.1"
"32067","RP23-283I2.3"
"32068","RP23-35L23.2"
"32069","RP23-112D14.4"
"32070","RP23-423E20.2"
"32071","RP23-453P1.3"
"32072","RP24-163J22.10"
"32073","RP23-193M8.3"
"32074","RP24-396D19.1"
"32075","RP24-497H18.1"
"32076","Olfr528-ps1"
"32077","RP23-64O4.4"
"32078","RP23-56A14.8"
"32079","AC122844.3"
"32080","RP23-368K14.1"
"32081","RP24-158D10.1"
"32082","RP23-44P12.8"
"32083","RP23-416J8.1"
"32084","RP24-100K9.2"
"32085","RP23-47G19.5"
"32086","RP23-63I1.3"
"32087","RP23-382M10.3"
"32088","Olfr563-ps1"
"32089","RP24-186O14.2"
"32090","RP23-63I1.6"
"32091","RP24-371E20.1"
"32092","RP24-95N3.2"
"32093","RP23-4P23.1"
"32094","RP23-479K9.6"
"32095","RP23-399A18.9"
"32096","RP23-63I1.5"
"32097","RP24-424D1.5"
"32098","RP23-356C18.1"
"32099","RP23-322E23.4"
"32100","RP24-156K15.6"
"32101","RP23-391G8.1"
"32102","RP23-56A14.9"
"32103","Olfr537-ps1"
"32104","RP23-144D10.4"
"32105","RP23-341D16.1"
"32106","RP24-370L8.12"
"32107","RP23-314A15.3"
"32108","Zscan4a"
"32109","RP23-469O12.8"
"32110","RP23-440M14.3"
"32111","RP24-114P21.1"
"32112","RP24-83E15.4"
"32113","RP24-156K15.1"
"32114","RP24-487D5.5"
"32115","RP23-238J3.1"
"32116","RP24-191C23.1"
"32117","RP23-63I1.1"
"32118","RP24-370L8.7"
"32119","RP24-371E20.4"
"32120","RP24-103C10.1"
"32121","RP23-60O3.4"
"32122","RP24-266E2.2"
"32123","RP24-111G17.11"
"32124","RP23-251C4.1"
"32125","RP24-121L4.5"
"32126","RP23-343D3.3"
"32127","Olfr562-ps1"
"32128","RP23-209O22.1"
"32129","RP24-78F23.1"
"32130","RP23-322E23.7"
"32131","RP24-235D23.4"
"32132","RP24-281J17.2"
"32133","RP23-385F3.1"
"32134","RP23-78H21.2"
"32135","RP23-125P1.2"
"32136","RP24-328B20.2"
"32137","RP23-80J7.5"
"32138","RP23-114A6.7"
"32139","RP24-418N13.1"
"32140","RP24-95N3.1"
"32141","RP23-434H18.1"
"32142","Olfr580-ps1"
"32143","RP24-300H3.2"
"32144","RP23-64O4.2"
"32145","RP24-332C4.1"
"32146","RP24-351P7.5"
"32147","RP24-548A13.3"
"32148","RP23-327E18.14"
"32149","RP24-235D23.3"
"32150","RP23-118B13.5"
"32151","RP24-235C16.1"
"32152","RP23-369P21.3"
"32153","RP24-226P5.1"
"32154","RP24-367H14.2"
"32155","RP24-391A3.1"
"32156","RP24-126M11.1"
"32157","RP23-235I2.4"
"32158","RP24-240K8.3"
"32159","RP24-380D10.1"
"32160","Olfr534-ps1"
"32161","Olfr484"
"32162","RP24-191C23.4"
"32163","RP23-442K7.6"
"32164","RP23-139E6.1"
"32165","RP24-266E2.4"
"32166","RP24-447D19.2"
"32167","RP24-336D11.4"
"32168","RP23-457I3.1"
"32169","RP23-321G17.10"
"32170","RP23-442K7.5"
"32171","RP23-60P23.6"
"32172","RP23-35L23.4"
"32173","RP24-96C7.7"
"32174","RP23-298O13.2"
"32175","RP23-283I2.4"
"32176","RP24-156K15.2"
"32177","RP24-370L8.8"
"32178","RP23-413D14.7"
"32179","RP23-332G19.1"
"32180","RP23-63I1.4"
"32181","RP24-502E20.4"
"32182","RP24-328B20.1"
"32183","Olfr542-ps1"
"32184","RP23-359B23.12"
"32185","RP23-122P15.1"
"32186","RP24-134G9.4"
"32187","RP23-399A18.8"
"32188","Olfr501-ps1"
"32189","RP23-441D24.1"
"32190","RP23-238J3.2"
"32191","RP23-299K19.6"
"32192","RP23-103C10.4"
