"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fcgbp",69.5725645578397,-6.96219282662186,1.11734287511752,-6.23102628715434,4.63389334810591e-10,4.49487654766273e-08
"Col7a1",21.0790691786986,-3.72902993994207,0.852308538069818,-4.37521129189557,1.21314910458726e-05,0.000588377315724823
"Mest",86.6290145789743,3.78381407473235,0.931327903909248,4.06281617768542,4.84842099879114e-05,0.00156765612294247
"Sftpd",76.0352979358593,-4.29369225212471,1.26474272323694,-3.39491358458706,0.000686502651604666,0.0166476893014132
"Tyrobp",179.324000488987,-1.34904564107609,0.415234452352335,-3.24887694995838,0.00115861585609754,0.0223897431609792
"Mmp19",7.87339026095686,-2.70866694738404,0.847047915897683,-3.19777299081535,0.00138493256665851,0.0223897431609792
"Prdm1",4.15746754671716,-2.28906719470408,0.753041629422223,-3.03976182095057,0.0023676530856684,0.0302876831089113
"Il18r1",15.3538214203687,-2.84107866019544,0.939637765787223,-3.02358926348091,0.00249795324609578,0.0302876831089113
"Rai2",4.35023475268317,3.9835907209375,1.39587897065961,2.85382243351304,0.00431966680409922,0.046556408888625
"C1qtnf5",8.42795983683857,-1.46277190137656,0.536376033886593,-2.72713881486702,0.006388615643311,0.0619695717401167
"Mob2",44.6704175597588,0.671847879256964,0.253486351043421,2.65043019670073,0.00803893370997839,0.0698932272713322
"Frg2f1",5.76399598536601,1.20908782466348,0.460478538748253,2.62572025169775,0.00864658481707203,0.0698932272713322
"Me1",79.3653028179479,-1.44729585901676,0.566805851333756,-2.55342434382269,0.0106669449797348,0.079591820233406
"Nat8f4",9.99505261764049,1.38974199732414,0.559558776077778,2.48363899689952,0.0130047570464888,0.090104388107815
"Nbeal2",13.0587234705545,-1.27549935860428,0.526004043356137,-2.42488508351767,0.0153132331787228,0.0990255745557409
"Hsdl1",16.2591330416217,0.654186252694127,0.272474561061597,2.40090763022181,0.0163544641939121,0.0991489391755922
"Ccdc88a",12.4092755512073,1.43122816783151,0.626385992113358,2.28489810731991,0.0223188030503247,0.127348464463618
"Derl3",10.0799491649935,1.89117600201522,0.862613101764104,2.19238033615259,0.0283520552847121,0.145194483632477
"U2af1l4",57.2767283255893,0.542425158343729,0.247551504583016,2.19116082230003,0.0284401565878048,0.145194483632477
"Edn1",5.5742708576764,-1.41886201216191,0.659705630129126,-2.15075019427102,0.0314959221883973,0.152755222613727
"Pagr1a",26.4454658748829,0.998212758982276,0.477708350891394,2.08958616092776,0.036654990759073,0.169311147791908
"Nudt18",7.065703506224,-0.92589316396068,0.459287964580895,-2.01593169288807,0.0438071190082959,0.193149570172941
"Mlycd",10.6558334200795,0.687447892181936,0.351893029857361,1.95357064179587,0.0507520154268449,0.214041108539303
"Zfp719",10.2775700915787,0.710945685250217,0.373601565210762,1.90295157047628,0.0570468648578548,0.23056441213383
"Zfp956",7.82922871517152,0.76756027612947,0.432960648981246,1.77281764043807,0.076258929355403,0.295884645898964
"Mospd2",28.6705426565163,0.577578530636529,0.336524544237172,1.71630432468388,0.0861063572047398,0.321242948033068
"Tor1a",57.0021454990626,-0.295984102913496,0.175099080373867,-1.69038068207736,0.0909551484116583,0.326764792441884
"Slc39a11",21.8354877384587,-0.65915266221955,0.400370539051472,-1.64635655705628,0.0996903716728229,0.345355930437994
"Otud3",11.9789014193094,-0.501226659143097,0.333828647047915,-1.50144891271466,0.133239490845016,0.442280460880799
"Ints11",41.4289627640167,0.320792899367972,0.215606885684934,1.48786017825398,0.136787771406433,0.442280460880799
"Agap3",64.1970575725384,0.377820456320833,0.258625955500464,1.46087601915174,0.144049468820536,0.442320742775001
"4931428F04Rik",4.14447990997589,1.05082669573016,0.722667648073288,1.45409400646588,0.145920245039176,0.442320742775001
"Bex1",56.5489284743995,1.37235551755672,0.972495794088828,1.41116858900407,0.158194909641706,0.455646856020687
"Fam20a",11.7207751692345,-0.92313396328169,0.656547324651588,-1.40604329439858,0.159711269120653,0.455646856020687
"Kif17",1.08222841031335,1.6443190784565,1.20880835984605,1.36028102805801,0.173741009676716,NA
"Sharpin",47.6178782226732,-0.282976742987712,0.215078261847897,-1.31569197443037,0.188277448992815,0.521797501494374
"Kcnk7",0.794230055691636,-3.20762337060835,2.47709407063153,-1.29491383013588,0.195349956979894,NA
"Eefsec",13.1956506150245,0.411887206423633,0.319980096089954,1.28722758526781,0.198014975090614,0.53354034954971
"Nudt16l1",50.5348516677468,-0.31467383855993,0.258426641507334,-1.21765247083088,0.223356065832407,0.544855493162299
"Nbl1",61.4526538091014,-0.849106443863806,0.699204106371165,-1.21438995584655,0.224598849093266,0.544855493162299
"Cox10",9.30107949840563,-0.474871070018376,0.392217182595944,-1.21073499859281,0.225996984401878,0.544855493162299
"Cpn1",2.20072327473771,-1.76413320343288,1.46764473919227,-1.2020165073489,0.229357132538473,0.544855493162299
"Cmpk2",7.32204567194699,1.14751157251283,0.956588801339566,1.19958708580521,0.230299744532518,0.544855493162299
"Gpsm1",22.1998978738252,0.654856618895032,0.580195362068999,1.12868296044248,0.259031599898738,0.574337913080664
"Rnf216",25.8487212863647,-0.281799112274731,0.252809688437281,-1.11466895915518,0.264992307518662,0.574337913080664
"C1d",89.9568244935368,-0.284692291790618,0.256489800754503,-1.10995560428973,0.267018157793121,0.574337913080664
"Nprl2",21.033691860718,0.389969292905049,0.353050054707402,1.10457224890744,0.269344981392673,0.574337913080664
"Orai3",21.946775353741,0.448419249833036,0.408534363141359,1.09762920892379,0.272366433007325,0.574337913080664
"Cemip",1.42669095743091,1.14735153684494,1.07512623668415,1.06717843700248,0.285891267698683,NA
"Mgme1",12.0644325320498,0.400977990157007,0.38064534202512,1.05341625362789,0.292150258090466,0.602948404995218
"Card11",1.74102789722541,-1.06576257211631,1.0564574975018,-1.00880780782616,0.313066815817122,0.632655856963768
"Gm9703",0.579389495041066,-1.35441951693651,1.34418836768291,-1.00761139547074,0.313641056146954,NA
"Siva1",66.3863963398558,-0.309251081884663,0.315698391695961,-0.979577628581942,0.3272946523538,0.647909822006502
"Gm14418",14.9850619460671,-0.504795786979399,0.526337028899181,-0.95907329194597,0.337521824068435,0.648794799872275
"Csdc2",21.5569912928031,0.724804588700036,0.776940311453461,0.932896102847473,0.350873614737691,0.648794799872275
"Mxi1",22.1654043015832,0.242530054164475,0.260356076610998,0.931532143675844,0.351578365320193,0.648794799872275
"Trdn",2.20159155356672,-2.49543346159403,2.69513338955364,-0.925903508622749,0.354496127765264,0.648794799872275
"Edem2",35.2600663360079,-0.28343816471449,0.312442651410749,-0.907168606573728,0.364317642293402,0.650205874459495
"Dapk2",6.02215814103472,-0.734687796647922,0.817263258447217,-0.898961000698617,0.368673433971879,0.650205874459495
"Inafm1",10.697130234612,0.329117451420342,0.37881660626838,0.868804181164043,0.384954245783235,0.650557133797985
"Phax",53.6071927686193,-0.207895167364097,0.242383371276171,-0.85771217006146,0.391051418233987,0.650557133797985
"Plec",38.6185006765181,-0.472001740325046,0.555136822494364,-0.85024397805973,0.395189455884515,0.650557133797985
"Lrrc40",31.9722962967089,0.247702848057031,0.291738884327337,0.849056678296963,0.395849754837674,0.650557133797985
"Idua",10.1419263884569,0.312426889326232,0.373122273816394,0.837331114357358,0.402406474514217,0.650557133797985
"Sspo",0.349420663365402,-2.0239071448013,2.65526564535991,-0.762223978733761,0.445926337055772,NA
"U2af1",194.118545493134,0.246911592471565,0.333818868863192,0.739657387589904,0.459507910548641,0.730692906938002
"Catip",0.925750940915191,-0.998049432939921,1.3515598485708,-0.738442647578874,0.460245506737583,NA
"Ndufs5",106.779283178447,0.215945552034294,0.297916524912782,0.724852547529929,0.468542494742129,0.732303030898155
"Pdia4",179.795156023093,-0.28806369548609,0.405592906114198,-0.710228633547607,0.47756236732239,0.732303030898155
"Cdkl1",5.87212134167861,0.755003904382361,1.09209877545975,0.69133298319515,0.489356308749133,0.732303030898155
"Sorbs3",28.363701506052,-0.528109586346947,0.766301936006669,-0.689166451932794,0.490718525859589,0.732303030898155
"Krt79",11.6210867190917,0.719664792214874,1.08132637810922,0.665538922183014,0.505705857311947,0.743234366049376
"Mettl23",35.9698279293886,-0.225573814478547,0.354591417631051,-0.63615136538148,0.524677768978369,0.752571544871974
"Gbp8",6.92464118328871,0.735564268031291,1.16440050222654,0.631710710038996,0.527575928363858,0.752571544871974
"2610528A11Rik",14.1801218848657,-0.801173698851777,1.36717177129866,-0.586008075701234,0.557870087942814,0.779115930016752
"Hps1",10.330716326576,-0.251234036320189,0.433572262979112,-0.579451357413729,0.562284659204216,0.779115930016752
"Sap25",14.7936471132766,-0.241803649191643,0.432402426389462,-0.559209741746111,0.576018585430447,0.779115930016752
"Myh7",0.313434533382065,1.71195110415705,3.08861325647763,0.554278234921979,0.579388443403724,NA
"Ehd3",1.79830361082856,0.489070939814086,0.898705524539963,0.544194874137928,0.586307378781636,0.779115930016752
"Gdpd2",71.3582712680552,0.528138680160267,1.05442579238659,0.500877998218232,0.616456987752535,0.779115930016752
"Gm28438",2488.80186441621,-0.182544600012596,0.364583566376715,-0.500693439988946,0.616586889775607,0.779115930016752
"Sdr39u1",29.9812135031944,-0.118086263321647,0.238183357284444,-0.495778817915586,0.620050471135395,0.779115930016752
"Psmb2",293.301727891859,0.130863190910488,0.26469578579476,0.494390911882356,0.621030131078302,0.779115930016752
"Map3k1",13.4113596748166,0.193395248254043,0.395114960636037,0.489465769513573,0.624511983010331,0.779115930016752
"Fahd2a",10.6244698845086,0.22389204079632,0.470933939988356,0.475421331496845,0.634486693100014,0.779115930016752
"Nono",296.072520864954,-0.136340709939244,0.286821891963208,-0.475349733613545,0.63453771619921,0.779115930016752
"Mrm1",7.76416217895994,-0.219964283329559,0.524861038587317,-0.419090515694594,0.675149981852381,0.809656527164536
"C4b",61.410218446188,-0.362416835695587,0.86747386015904,-0.41778415735679,0.676104935054922,0.809656527164536
"Gm5637",1.72620448718202,-0.265360927243843,0.833380829473249,-0.318414964514564,0.750170188490439,0.887396442482593
"Cyb561",41.9743713405168,-0.13860858982478,0.4566335577347,-0.303544466842075,0.761474965278127,0.889916525686486
"Cenpx",70.9751928376812,-0.104049548631828,0.384021017841588,-0.270947536196443,0.786431383362145,0.900137280846185
"Umps",26.0073573498448,0.088301389603955,0.329611854457469,0.267895066302444,0.788780091463152,0.900137280846185
"Gnal",1.68673613094698,0.206778229389671,0.798870891137778,0.258838107238043,0.795760154212894,NA
"Trip6",62.0714027813089,-0.120507519308709,0.484658384177841,-0.248644247665568,0.803635978417196,0.906426626819395
"Abi3bp",1.35163828230574,0.262057612813345,1.06293950757598,0.246540476617492,0.805263875350596,NA
"Gm9795",1.5692030368167,0.324832891069814,1.41989854110139,0.22877190282754,0.819046205979989,NA
"Slc39a6",33.3787197348533,0.0880721505542181,0.429312408450376,0.205146995103447,0.837457280374233,0.933716737888513
"Sntn",0.0825311373619189,-0.636995185665332,3.11653965008542,-0.20439181181214,0.838047328356825,NA
"Adgrg1",46.0981488761238,-0.104271726998879,0.553939977343928,-0.188236508039822,0.850691254711082,0.936906819133174
"Gmppb",34.9578371151107,-0.0807855873320664,0.456835556914013,-0.176837345756938,0.859636153637655,0.936906819133174
"Ganab",104.000849483119,-0.0377912344533729,0.233689433997908,-0.161715631754713,0.871529794215899,0.939315444877136
"Myrfl",0.233906464281597,0.324794451818715,2.81499794869713,0.115379995914043,0.908143934008462,NA
"Rpl9-ps6",89.5014943183435,0.0352472044059567,0.306992765928827,0.114814446194893,0.908592198374635,0.968499376289447
"BC024139",0.0593083316410719,0.324789830927565,3.11653965008542,0.104214888111134,0.916998819302773,NA
"Chaf1a",24.7837404005139,0.0281094240217664,0.329062976892459,0.0854226272649106,0.931925404951403,0.974742205833603
"Abhd4",69.104703136753,0.0375958797361003,0.489934461490336,0.0767365488472419,0.938833128473915,0.974742205833603
"Irf7",47.1001232177444,-0.0543803431739476,0.831238337738345,-0.0654208795541205,0.947838900208481,0.974742205833603
"Glt1d1",0.28509407142607,-0.156098093506536,2.78757912923776,-0.0559977264391486,0.955343618359834,NA
"Dydc2",0.158551865881343,-0.156101509637844,3.11653965008542,-0.0500880871621722,0.960052192890574,NA
"Mrps12",50.8274351048681,-0.0132658412037964,0.296294205468701,-0.0447725300021021,0.964288621011008,0.974742205833603
"Dlec1",2.81796813872193,-0.0360718638688319,0.911020790507846,-0.039594995245634,0.968416017527261,0.974742205833603
"Nme4",15.4194651598787,-0.0201111119953717,0.635196611327499,-0.0316612394284369,0.974742205833603,0.974742205833603
"Gm6024",0,NA,NA,NA,NA,NA
"Gm5385",0,NA,NA,NA,NA,NA
"Gm15794",0,NA,NA,NA,NA,NA
"Gm10571",0,NA,NA,NA,NA,NA
"Gm12713",0,NA,NA,NA,NA,NA
"Vmn1r80",0,NA,NA,NA,NA,NA
"Gm7289",0,NA,NA,NA,NA,NA
"Gm42453",0,NA,NA,NA,NA,NA
"Gbp6",4.09039934918778,-1.89292639136351,1.36240642607419,-1.3893991947895,NA,NA
"Slc38a5",3.88316788167636,2.75709040421421,1.86609441243789,1.4774656554554,NA,NA
"Kcnk9",0,NA,NA,NA,NA,NA
"Fam186b",0,NA,NA,NA,NA,NA
"Pgap4",3.72477275020582,0.00851437282717009,2.17759557763144,0.00390998811470362,NA,NA
"Kcnj3",1.24547496446251,3.71413688576886,3.02475819484455,1.22791200040363,NA,NA
"Mmp3",73.7702473224869,-6.6235739428893,1.54580417668082,-4.28487258787951,NA,NA
"Gm6763",0,NA,NA,NA,NA,NA
"Gm8764",0,NA,NA,NA,NA,NA
