genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm11354,3.097580408,1.770133388,3.045612321,0.581207718,0.561100466,NA
Alms1,461.6283802,-0.306121884,0.526761153,-0.581139824,0.56114622,0.889480108
Cstdc7,2.445306528,-1.769674723,3.045288523,-0.581118902,0.56116032,NA
9630014M24Rik,16.21470395,0.733912057,1.262949164,0.581109738,0.561166496,0.889480108
Defb30,28.93869727,-0.670232425,1.153389666,-0.581097997,0.561174408,0.889480108
Tgm3,4.738942169,-0.748820427,1.288730808,-0.581052631,0.561204982,NA
Vkorc1,164.8399372,0.572481049,0.98525632,0.581047833,0.561208216,0.889480108
Zmpste24,22.88624802,-0.64986861,1.118874466,-0.580823524,0.561359399,0.889496495
Gne,63.72229013,0.730785183,1.25826873,0.580786255,0.56138452,0.889496495
Cwf19l2,122.3929846,-0.345757285,0.595409189,-0.580705323,0.561439073,0.889496495
Gc,1.435400232,-1.76487125,3.039626355,-0.580621117,0.561495837,NA
Kremen2,38.79945828,-0.386231572,0.665241751,-0.580588292,0.561517965,0.889505026
Pfkm,1.550393014,1.762247265,3.035283147,0.580587438,0.561518541,NA
Gm47145,12.30809572,-0.541692,0.933023066,-0.580577287,0.561525384,NA
Gm15645,27.75264107,0.406081025,0.699857597,0.580233789,0.561756971,0.88976716
Gm14496,6.594412895,-1.767316157,3.046348393,-0.580142495,0.561818529,NA
Flt1,80.93975594,0.537869212,0.927541818,0.579886752,0.56199099,0.890021329
Cbx1,202.8047379,0.378037638,0.652086943,0.579735021,0.562093323,0.890066907
Thnsl2,4.470963451,1.175569704,2.027874916,0.579705235,0.562113413,NA
Gm8172,7.435512473,0.89708413,1.547827665,0.579576235,0.562200423,NA
Ddx47,15.22574607,0.418959954,0.723061519,0.579425046,0.562302408,0.890281492
Gm5619,3.173126937,-1.76451016,3.046333054,-0.57922431,0.56243783,NA
Gm10232,11.5569797,1.759196688,3.037265768,0.579204068,0.562451486,NA
C9,1.969197716,-1.763953022,3.046634082,-0.578984208,0.562599829,NA
Olfr1254,96.95549731,0.544394025,0.940446216,0.578867793,0.562678384,0.89076022
Gm4609,9.966424056,1.758557546,3.038781309,0.578704871,0.562788329,NA
Sra1,246.0334051,0.420790496,0.727168799,0.578669625,0.562812115,0.890808954
Rubcnl,4.891710592,-0.880313809,1.521441807,-0.578604982,0.562855743,NA
Zswim1,212.7206702,0.440031813,0.760505983,0.578604012,0.562856397,0.890808954
Nudt22,14.73940847,1.243987371,2.151142576,0.578291455,0.563067362,NA
Spcs1,335.5076185,0.677933499,1.172515994,0.578186995,0.563137878,0.890964184
Olfr1323,1.243452549,1.349558366,2.334232997,0.578159236,0.563156617,NA
Ankrd24,21.75665178,0.479554426,0.829570018,0.578075889,0.563212884,0.890964184
Prkg2,200.772731125,-0.492298001,0.851885923,-0.577891931,0.563337083,0.890964184
Gsap,114.3248888,-0.539779711,0.934111004,-0.577853926,0.563362744,0.890964184
Cdc37l1,99.30506729,-0.448161624,0.77562598,-0.57780636,0.563394861,0.890964184
Mrps18a,297.6708293,-0.488636766,0.845805674,-0.577717531,0.563454841,0.890964184
Gm17829,2.338077697,-1.738692163,3.009827146,-0.577671766,0.563485745,NA
Pacc1,4.204139139,1.157434388,2.003724591,0.577641455,0.563506213,NA
Bag5,13.0465332,1.113765963,1.92819101,0.577622216,0.563519205,NA
Cp,129.2146489,-0.504021194,0.872694574,-0.577545924,0.563570725,0.890964184
Zfyve26,418.8030903,-0.458855139,0.79449399,-0.577543876,0.563572108,0.890964184
Slc35d1,41.07776959,-0.493348741,0.854376267,-0.57743732,0.56364407,0.890964184
Gm13126,12.84031637,1.1130506,1.927924446,0.577331027,0.563715858,NA
Prtg,162.582127,0.543834496,0.942124082,0.577242963,0.563775338,0.890964184
Mblac1,3.308386818,1.757552416,3.045081594,0.577177446,0.563819592,NA
Tbc1d20,145.5859243,0.614514153,1.064736754,0.577151255,0.563837283,0.890964184
Olfr1487,18.44686122,-0.468325014,0.811595266,-0.577042565,0.563910702,0.890964184
Tnfsf8,35.88851066,-0.988658975,1.713324804,-0.577041185,0.563911634,0.890964184
Arl5c,23.1681101,0.485825558,0.842173504,0.576871102,0.564026533,0.891029384
Ccnl2,214.5476843,0.654304613,1.134472102,0.576748086,0.564109644,0.891044354
Rhox4f,12.66222748,-0.815886133,1.414830388,-0.576667097,0.564164363,NA
Gm45246,0.888231969,-1.770027,3.070519255,-0.576458525,0.564305296,NA
Ccdc112,44.86525709,0.556863792,0.96603187,0.576444535,0.56431475,0.891211788
Tvp23a,4.148952066,1.40004379,2.429027575,0.576380361,0.564358116,NA
Prkab1,11.87922385,-0.868336785,1.507270181,-0.576098961,0.564548294,NA
Rpl13-ps1,3.15520685,-1.765947856,3.06604678,-0.575968987,0.564636144,NA
Cdc20b,1.652620272,1.748164296,3.035187331,0.575965865,0.564638254,NA
Gm12383,5.006328204,-1.204755499,2.091934674,-0.575904933,0.564679441,NA
Gm29335,3.180873284,0.989363816,1.71796775,0.575891961,0.56468821,NA
Tnfsf15,63.24150845,0.613890252,1.065990359,0.575887246,0.564691397,0.891211788
Fgd6,1.917516367,1.749087204,3.037832526,0.575768147,0.564771906,NA
Gas2l3,22.65675264,-0.663619922,1.152779417,-0.575669475,0.564838612,0.891211788
Psmc1,356.061086,0.418550765,0.727082806,0.57565763,0.564846619,0.891211788
Fam83a,2.585113819,-0.962273335,1.671619639,-0.575653284,0.564849557,NA
Vmn1r49,32.46899768,-0.615012062,1.068467555,-0.575602,0.564884229,0.891211788
Mrpl23-ps1,470.5399247,0.647029218,1.124111358,0.575591744,0.564891163,0.891211788
Ccdc178,1.694599804,1.740615599,3.024094936,0.575582327,0.56489753,NA
Gm11338,22.96943257,-0.846814198,1.471272085,-0.575566006,0.564908564,0.891211788
Ly6g5c,11.92741386,-0.840175952,1.459742032,-0.575564677,0.564909462,NA
Ankrd63,3.038577433,1.763226748,3.064045226,0.575457155,0.564982159,NA
Yipf6,24.92554275,0.565040949,0.981924606,0.575442295,0.564992207,0.891211788
Utp18,19.78017812,0.900492132,1.564931891,0.575419376,0.565007703,0.891211788
Pola1,84.06237874,-0.404677352,0.703375194,-0.5753364,0.565063808,0.891211788
Ccdc60,179.2078879,0.369291511,0.641898723,0.57531118,0.565080862,0.891211788
Shprh,247.9761664,-0.310688267,0.540092109,-0.575250521,0.565121879,0.891211788
Ola1,67.35145886,0.560927922,0.975230304,0.575174827,0.565173065,0.891211788
Cnn1,9.372757839,-0.769247219,1.337433314,-0.575166785,0.565178504,NA
Prl6a1,1.640204805,1.717488247,2.986766958,0.575032559,0.565269277,NA
Ccdc3,28.73223491,-0.519800034,0.904112979,-0.574928184,0.565339868,0.891358663
Olfr31,164.6581608,-0.331439425,0.576771325,-0.574646156,0.56553063,0.891362166
Irak1bp1,109.1529056,-0.437186324,0.760820135,-0.574625071,0.565544892,0.891362166
Gm8942,5.769051679,-1.101247486,1.916738289,-0.574542436,0.565600792,NA
Lonrf2,65.58600356,0.556368833,0.968451731,0.574493096,0.565634171,0.891362166
Rictor,4.70645968,0.788019119,1.3719238,0.57438986,0.565704013,NA
Slc15a1,64.45943725,-0.423507092,0.737337679,-0.574373322,0.565715202,0.891362166
Slc39a1,238.2608606,-0.467052839,0.813251885,-0.574302806,0.565762911,0.891362166
Igf2bp2,89.97408003,-0.38109871,0.663621074,-0.574271561,0.565784051,0.891362166
Gm6198,1.554954732,-1.635709141,2.849418283,-0.574050202,0.56593383,NA
Apoc4,695.2482718,-0.317762651,0.553608447,-0.573984471,0.56597831,0.891552139
Gm8623,0.648193666,-1.760857908,3.06842188,-0.573864344,0.566059603,NA
Snu13,53.83404128,0.403286934,0.702795009,0.573832952,0.566080848,0.891597597
Tbata,4.362668083,-1.245420983,2.170559614,-0.57377875,0.56611753,NA
Mrps16,398.1452124,0.498240042,0.86863315,0.573590867,0.566244693,0.891648161
Arhgef7,713.2067959,-0.499476068,0.870823089,-0.573567782,0.566260319,0.891648161
Folh1,7.194972243,-1.371934399,2.394002971,-0.573071302,0.566596417,NA
Ccdc58,1.860871227,-1.618542984,2.824964235,-0.572942823,0.566683408,NA
Ccdc137,628.4323015,-0.303886951,0.530496487,-0.572834992,0.566756424,0.892035625
Rpl17,1696.497704,0.467400494,0.815986886,0.572803928,0.566777459,0.892035625
Usp40,786.7343279,0.39136438,0.683310694,0.572747337,0.566815781,0.892035625
Gm11362,1.953087059,-1.736163635,3.031796738,-0.572651726,0.566880529,NA
Fkbp4,1593.267777,0.3420162,0.597269916,0.572632559,0.56689351,0.892035625
Cckar,2.219780155,-1.714278167,2.99381568,-0.572606449,0.566911192,NA
Gjd4,27.23314085,-0.647106383,1.130327716,-0.572494485,0.566987021,0.892035625
Apol10b,2.563147013,-1.264725812,2.209156258,-0.572492691,0.566988236,NA
Dapp1,42.20908278,-0.629843366,1.100406109,-0.572373564,0.567068922,0.892035625
Vcpkmt,1.845584685,-1.727465262,3.0183942,-0.572312676,0.567110164,NA
Pet117,2.187551614,-1.738075321,3.03724537,-0.572253838,0.567150018,NA
Vmn1r27,1.304785939,-1.727047345,3.018370154,-0.572178777,0.567200864,NA
Aspscr1,624.9718633,0.298255475,0.521266343,0.572174818,0.567203546,0.892035625
Adat3,11.69125125,-0.766950234,1.340575375,-0.572105268,0.56725066,NA
Spata17,1.061178956,-1.743828521,3.048346365,-0.572057212,0.567283216,NA
Cnn3,22.51461901,0.718223558,1.255636507,0.571999582,0.567322258,0.892035625
Ets1,38.93182295,-0.680395188,1.189666558,-0.571920916,0.567375553,0.892035625
Orai1,30.72178935,-0.357924978,0.625852628,-0.571899776,0.567389876,0.892035625
Gm13428,1.488022051,-1.744581789,3.050704669,-0.571861907,0.567415533,NA
Olfr1469,5.395510936,-0.685586904,1.198869362,-0.571861226,0.567415994,NA
Tmem234,2078.231701,0.261192518,0.456823269,0.571758349,0.567485698,0.892035625
Zfp7,290.679604,-0.315773943,0.552294674,-0.571749029,0.567492013,0.892035625
Tcfl5,234.6101036,0.928670504,1.624290092,0.571739314,0.567498596,0.892035625
Smc4,213.2583386,-0.327514318,0.572897421,-0.571680559,0.567538408,0.892035625
Nufip1,12.30932349,0.490415465,0.857895355,0.571649517,0.567559442,NA
Aurka,3.838793004,1.74567421,3.05475267,0.571461718,0.567686703,NA
Mterf1a,20.51492509,1.703410842,2.980830899,0.57145504,0.567691228,0.892118305
Pitx2,66.01250991,0.834972046,1.461458183,0.571328044,0.567777295,0.892118305
Gm6342,112.5267996,-0.295391113,0.517212759,-0.571121088,0.567917565,0.892118305
Stag2,15.11179313,0.586995655,1.02782688,0.571103623,0.567929403,0.892118305
Ly75,2.528774134,-1.278436672,2.238856589,-0.571022136,0.567984638,NA
Farsa,413.2108158,0.464832038,0.814225069,0.570888881,0.568074969,0.892118305
Gm10257,0.745728783,-1.743643347,3.054777905,-0.570792182,0.568140523,NA
Hmgn1,630.0817188,0.346797842,0.607600993,0.570765759,0.568158437,0.892118305
Luzp4,4.250566375,-1.511194998,2.647713901,-0.570754641,0.568165974,NA
Fkbp11,596.7826768,-0.271183702,0.475233439,-0.570632618,0.568248703,0.892118305
Zscan21,20.26355522,1.102514817,1.932097599,0.570631016,0.568249789,0.892118305
Enpp1,157.5091812,0.266622586,0.467258738,0.570610166,0.568263926,0.892118305
Hormad2,5.881714993,-1.225944843,2.148663514,-0.570561577,0.56829687,NA
Vmn1r-ps151,5.778107161,-0.758350093,1.329303653,-0.570486729,0.56834762,NA
Lypd6b,66.63401663,0.535678844,0.939031354,0.570458954,0.568366454,0.892118305
Gm960,2.461010849,1.449637954,2.541425831,0.570403407,0.568404119,NA
Serpinb12,7.906002607,1.463568611,2.565889979,0.570394141,0.568410403,NA
Gm47611,1559.332159,-0.3207715,0.562448211,-0.570312953,0.568465457,0.892118305
Thnsl1,14.16728562,1.74278841,3.055912389,0.570300515,0.568473892,NA
Shisa2,1.564017084,1.709761643,2.998401335,0.570224413,0.5685255,NA
Zc3h7a,94.27574123,0.343363375,0.602274289,0.570111295,0.568602215,0.892118305
Mitf,16.19543902,0.64249132,1.126965835,0.570107185,0.568605002,0.892118305
Ankfn1,2.065104629,-1.72221561,3.021931202,-0.569905631,0.568741705,NA
Gmeb1,55.39737736,-0.398087747,0.698570686,-0.569860367,0.568772408,0.892118305
Pmm1,493.4364512,0.520263247,0.913006883,0.569834967,0.568789637,0.892118305
Bmp8a,9.221974462,-1.173563582,2.05958102,-0.569806951,0.56880864,NA
Gm16585,22.58370383,-0.737917532,1.295441812,-0.56962615,0.568931288,0.892118305
Kat7,73.55087906,-0.325590716,0.571636704,-0.569576296,0.56896511,0.892118305
Fnbp1l,40.36096181,0.518655233,0.91085186,0.569417768,0.569072662,0.892118305
Asb4,67.91134124,0.764208495,1.342745702,0.569138664,0.569262042,0.892118305
Gm49858,92.14224196,0.65956765,1.158972626,0.569096832,0.569290428,0.892118305
B3gat2,1.557588546,-1.745571336,3.067723711,-0.569011913,0.569348056,NA
St8sia6,37.15567412,0.710221497,1.248177657,0.569006738,0.569351567,0.892118305
Rftn2,5.080190609,-1.415936911,2.48872173,-0.568941434,0.569395885,NA
Hectd2,30.66794911,-0.386053954,0.678648006,-0.568857421,0.569452903,0.892118305
Btg1,118.6292373,0.520619971,0.91520598,0.568855517,0.569454195,0.892118305
Cngb1,43.51452565,0.654907946,1.151316865,0.568833798,0.569468935,0.892118305
Kctd4,424.620421,0.512253721,0.900563714,0.568814524,0.569482017,0.892118305
Amigo1,99.214097,-0.508266781,0.893614188,-0.568776534,0.569507802,0.892118305
Dcst2,6.30786742,1.347143821,2.368859114,0.568688873,0.5695673,NA
Gm6236,0.742960698,-1.748168523,3.075576852,-0.56840346,0.569761042,NA
Rabep2,83.1524172,-0.623098473,1.096229549,-0.568401458,0.569762401,0.892393759
Zscan12,46.02094741,0.68276826,1.201421796,0.568300211,0.569831136,0.892393759
Vps26b,13.5340673,0.81594236,1.436048695,0.568185719,0.569908867,NA
Fam13b,6.543281366,0.774478733,1.363091557,0.568178072,0.569914059,NA
Habp2,19.57280513,-0.753137749,1.325657889,-0.568123763,0.569950933,0.892465869
Lat,9.697321455,0.879307447,1.548105502,0.567989356,0.570042196,NA
Chchd6,1306.49893,0.420233318,0.739956072,0.567916574,0.570091617,0.892570663
Crp,4.829390986,1.127488103,1.985440041,0.567878193,0.57011768,NA
Cast,1643.330652,-0.290990893,0.512535132,-0.567748188,0.570205966,0.892634204
Gm4821,19.01664473,0.955434394,1.683338873,0.567582921,0.570318207,0.892677596
Slc3a2,1143.427004,-0.272527631,0.480233242,-0.567490142,0.570381222,0.892677596
Gm49396,1.052769686,1.725507792,3.041325686,0.567353835,0.570473808,NA
Vmn2r101,7.790122173,-0.654257157,1.153175603,-0.567352583,0.570474659,NA
Olfr645,19.42283616,0.476715671,0.840251811,0.567348579,0.570477378,0.892712628
Ndufb9,559.8698927,0.65354187,1.15249134,0.56706879,0.570667446,0.89289459
Zfp433,7.560768762,1.737587718,3.066265665,0.56667879,0.570932433,NA
Gm48403,0.724076932,1.728699421,3.050875189,0.566624104,0.570969595,NA
Gm8093,3.546209878,-1.730203415,3.053772108,-0.566579088,0.571000186,NA
Polr2a,95.48808442,0.649162148,1.145915458,0.566500909,0.571053315,0.893382827
Tnk2,9.444837793,-0.703065855,1.24121664,-0.566432831,0.571099582,NA
Marf1,660.2028691,-0.32067624,0.566379238,-0.566186433,0.571267052,0.893387384
2310030G06Rik,8.072314302,1.153670468,2.038036131,0.566069684,0.571346411,NA
Gpha2,31.08052665,0.957752953,1.692202983,0.565979946,0.571407413,0.893387384
Ift122,188.1964912,0.420074144,0.742213229,0.565975016,0.571410764,0.893387384
Vmn1r70,4.278718105,-1.013901038,1.791470455,-0.565960234,0.571420813,NA
Zfp62,2.940907238,1.707797242,3.017757994,0.565915904,0.57145095,NA
Trpv2,489.2833561,-0.323385395,0.571540775,-0.565813341,0.571520677,0.893387384
Hsbp1,53.28751831,0.889305626,1.571830964,0.565776885,0.571545462,0.893387384
Xrcc6,21.54732048,-0.673022753,1.190140951,-0.565498357,0.571734841,0.893387384
Rdh12,110.2031175,-0.344944412,0.610045154,-0.565440787,0.571773989,0.893387384
Ccng1,66.79548689,0.42430797,0.750449503,0.565405092,0.571798262,0.893387384
Ddx18,256.9344797,-0.454365825,0.803764441,-0.565297247,0.571871601,0.893387384
Prtn3,2.337602426,1.728311698,3.057625492,0.565246366,0.571906204,NA
Ephx2,44.54487023,-0.720014385,1.273898095,-0.565205638,0.571933902,0.893387384
Sem1,5.839974666,0.79412935,1.405235738,0.5651218,0.571990922,NA
Eaf1,21.76021031,-0.465548243,0.823995232,-0.564989001,0.572081246,0.893387384
Micu3,73.61399367,0.676996049,1.198287588,0.564969591,0.572094448,0.893387384
Gm12837,1.509124452,-1.725159406,3.053642061,-0.564951416,0.57210681,NA
Shld1,9.805227908,0.545560105,0.965707329,0.564933173,0.572119219,NA
Sema3e,13.34359664,-0.49209047,0.871175819,-0.564857815,0.572170479,NA
Rpl17-ps4,1.460998265,-1.73136212,3.065453569,-0.564798024,0.572211151,NA
Baiap3,1.837932529,1.585317558,2.807103235,0.56475214,0.572242365,NA
Mansc1,13.69855364,-0.924330681,1.637042039,-0.564634664,0.572322283,NA
Gm16250,3.751759988,1.719865143,3.046590742,0.564521227,0.572399458,NA
Zfp983,1.237621514,-1.134164894,2.009614406,-0.564369409,0.572502754,NA
Zdhhc2,30.77118142,0.450427635,0.798217386,0.564291937,0.572555468,0.893387384
Oxsm,5.528418482,-0.660550805,1.170598137,-0.564284859,0.572560284,NA
Epb41l2,42.99027196,-0.704217169,1.248026471,-0.56426461,0.572574063,0.893387384
Lamtor1,238.0354263,0.347507715,0.615896661,0.564230555,0.572597236,0.893387384
Cnot1,146.156433,-0.399334053,0.70779932,-0.564191066,0.572624107,0.893387384
Tia1,189.1860993,-0.319097876,0.565656301,-0.564119724,0.572672656,0.893387384
Zfp473,27.08657552,-0.502243826,0.89048554,-0.564011208,0.572746504,0.893387384
Snrnp48,75.91198855,-0.461522365,0.818386896,-0.563941538,0.572793919,0.893387384
Gm6426,1.203109298,-1.722041012,3.053720736,-0.563915682,0.572811517,NA
Gpc4,163.2287341,0.514721517,0.912815194,0.563883599,0.572833352,0.893387384
Gm6356,2.625017837,-1.726069632,3.061478736,-0.563802587,0.572888491,NA
Trim24,1839.183149,-0.277239357,0.491733223,-0.563800337,0.572890023,0.893387384
Top2a,110.8324243,-0.353991566,0.627879411,-0.563789096,0.572897674,0.893387384
Nfkbil1,83.45089195,0.500725623,0.888165241,0.563775297,0.572907066,0.893387384
Gpcpd1,46.14511146,0.505083988,0.895905107,0.563769516,0.572911001,0.893387384
Olfr1423,8.254057207,-0.504217508,0.894427045,-0.563732403,0.572936261,NA
Clrn3,1.369387962,-1.722396607,3.055494654,-0.56370467,0.572955138,NA
Stra6,10.14270035,-0.84960158,1.507187479,-0.563699999,0.572958318,NA
Vmn1r-ps62,1.916973874,-1.709096768,3.032242479,-0.563641193,0.572998347,NA
Gm16470,125.2401433,-0.592753728,1.051710812,-0.563609047,0.573020228,0.893387384
4933414I15Rik,14.21091126,-1.724636005,3.060208949,-0.563568055,0.573048132,NA
Mapk3,123.5744038,0.592580068,1.051631262,0.563486546,0.573103619,0.893387384
Prdm11,2572.727806,-0.352952023,0.626502624,-0.563368786,0.573183787,0.893387384
Rexo5,487.7243292,-0.27494655,0.48817885,-0.563208648,0.573292815,0.893387384
Rps15a-ps4,74.97781913,-0.45327304,0.804840893,-0.563183412,0.573309997,0.893387384
Lst1,45.87643383,0.337767221,0.599817665,0.563116494,0.573355561,0.893387384
Osbpl1a,100.4803374,0.711702115,1.264037611,0.563038717,0.57340852,0.893387384
P3h3,6.288706737,-0.723949432,1.286203105,-0.562857786,0.573531727,NA
Gm4951,163.8993505,-0.437264959,0.776884269,-0.562844398,0.573540844,0.893387384
Gm13141,4.729774429,-1.722209127,3.059878608,-0.562835768,0.573546722,NA
Csgalnact2,140.9981503,-0.300157423,0.53329837,-0.562832065,0.573549243,0.893387384
Gm3045,0.701230538,-1.731727251,3.076820799,-0.562830065,0.573550605,NA
Txlna,46.70524114,0.641762318,1.140288597,0.562806924,0.573566365,0.893387384
Gm31849,12.28485737,1.088910242,1.93615356,0.562409028,0.573837369,NA
Gm29844,55.7874078,0.694986575,1.236009704,0.562282459,0.573923588,0.893535683
Lrrc8c,2.70737558,1.615402991,2.873312824,0.56220923,0.573973473,NA
Klb,1.593140268,-1.717165986,3.054430315,-0.562188627,0.573987509,NA
Stau2,22.58478933,0.792625337,1.409943735,0.562168062,0.574001519,0.893535683
Mtmr14,20.2783584,0.629547892,1.119935921,0.562128494,0.574028476,0.893535683
Tceanc2,96.07938217,-0.525853833,0.935580542,-0.562061532,0.574074096,0.893535683
Phf14,96.9678072,-0.348096998,0.619325552,-0.562058188,0.574076375,0.893535683
Btbd19,886.9953426,-0.291143418,0.51806246,-0.561985167,0.574126126,0.893535683
Gm44579,3.261240427,-1.716249243,3.055180915,-0.561750446,0.574286059,NA
Clybl,8.683072965,-0.886638876,1.578400466,-0.561732523,0.574298272,NA
Tomm20,153.3938266,-0.540121082,0.961600771,-0.561689527,0.574327571,0.893535683
Sass6,351.5704707,-0.283618878,0.504975504,-0.561648784,0.574355336,0.893535683
Sdha,397.0172036,-0.616045381,1.096977764,-0.561584201,0.574399347,0.893535683
