"";"PC1";"PC2";"PC3";"PC4";"PC5";"PC6";"PC7";"PC8";"PC9";"PC10";"PC11";"PC12";"PC13";"PC14";"PC15";"PC16"
"C1d";0,0277549721931468;-0,0036021032363861;-0,00993231771099076;0,0248609190859561;-0,0311993089252832;-0,0015005826688654;-0,0998868295585014;-0,00748844076658761;0,0141292895674417;-0,0199349976535329;-0,0864835782840191;0,0958745768298639;0,0937772231284998;0,13082315092117;0,0685579820689878;-0,0927320853464904
"Sharpin";-0,0269711090970381;0,00881048482905188;0,0316534951663871;0,045092433510323;0,00282388731561918;0,0132529461555432;0,00287252136895672;-0,0271001323766047;0,010531488996939;0,0413947812118406;0,055981687327897;0,012493271117454;-0,0666885696774304;-0,00951455598186983;-0,00921826216295632;0,0802151278284389
"Rnf216";0,0179331410252041;-0,00324594873040422;-0,0104679775360624;-0,0270108077892029;-0,0329106083122187;-0,0633279865688064;-0,0634269465436808;0,0178075841051969;0,00998844556936192;0,00696666280323985;-0,0164857873538208;-0,0349722606278017;0,00704828712846146;-0,0306666404782162;0,0500065735163516;0,0365127179698861
"Myh7";-0,135330127078233;-0,013605641397993;-0,0697398977634406;-0,00572762688521148;-0,0203290223048853;-0,0122023513859455;0,0251031791472496;-0,113059021351035;-0,0215812548942442;-0,00915405132871654;0,0100339084986365;-0,182003828677869;-0,0939905277418434;0,0713387760275313;-0,0576038733293712;0,0121310771881346
"4931428F04Rik";-0,0513891004420303;-0,0707274186795369;0,094509194866178;0,0894277150360659;-0,113171386178575;-0,019503460394779;-0,0505767828862464;-0,0367181117772145;0,0547195053912758;-0,00278244833369507;0,0528668679094528;-0,0169897417640718;-0,0283229229867678;-0,0231004339089808;0,00236649204143512;0,100022515708244
"Ndufs5";-0,0209760167675336;-0,034021755114284;0,0285010637879119;0,051945781898204;-0,00228584249394451;-0,0808744380712154;0,0448722038208988;0,0550935452261276;0,0728424400612131;0,0431838629206074;0,0699306957772405;-0,0488682758832314;-0,0717847826814002;-0,00387227003734033;-0,0447319511068303;0,220291858992417
"Mettl23";-0,00265630872007744;-8,93859217729044e-05;0,0627270357524075;-0,0378809215972784;-0,058391864028386;-0,0976109182587962;0,0348998573522605;0,0510972855703827;-0,0301143402838964;0,101821823767676;0,0516097885291747;-0,0568007206595142;-0,0349758399522426;-0,0187636317917032;0,116318669399662;-0,129176232494248
"Edn1";-0,0941721756997981;0,117895330637412;-0,0421162729674645;0,00222637528357135;0,0467134161711128;-0,0635578280523252;0,0919605043647289;-0,0916147200202175;-0,153387395916529;0,116353049584607;0,0777466865152521;0,00593125956798034;0,0868444038469448;0,0377769518806669;0,000211317428929074;-0,0345814166147849
"Gdpd2";-0,138428915617586;-0,0620403454939032;-0,411845748753023;0,0970235757291113;-0,108103152639193;-0,0929850870961497;0,176459453863404;0,15014950020853;-0,000999558488594499;0,0140543633329836;-0,0266112221234754;0,0701294840099221;-0,0212812130277901;0,0774820981048923;-0,0471524241673372;-0,0636598608544229
"Kcnj3";-0,00531467938114561;-0,0934108815381248;0,186342884562898;0,161591159345107;-0,0580139457197562;-0,0278528284990992;-0,0828658059119004;-0,0564000730235077;0,0616321849778589;-0,0362613609675543;-0,0381029954721238;0,0102197882533632;0,0772574307871211;0,0295772149652724;0,0657373231596899;0,0726483916335694
"Mmp3";0,119561310395284;0,304911351112858;0,131699641481197;-0,232295511379017;-0,349308256848838;-0,0498375577384545;0,156292780558999;-0,164187981384948;0,346848163242261;-0,120760913279174;0,110340661421868;-0,0629031224900397;0,125504433091454;-0,0149538941823608;0,0131454895356211;0,0537847997018837
"Rai2";-0,149425435392565;-0,144814453225389;-0,0701886344826239;0,147186881946157;-0,0601224211775919;-0,0150068965305766;-0,0689800230988881;-0,281990663690711;0,00478116338893075;-0,0938314827835364;0,15268861169605;-0,109701945847121;-0,150605867611455;0,0794180499136273;-0,013533706364482;-0,0597455842106694
"Derl3";-0,148492258079223;-0,0781448305745986;0,0932017102825501;-0,0761099412091529;0,175674779682612;-0,0648360714171744;0,170117922814832;0,0312061167958831;0,0696287634504558;0,0807160587341128;0,399899833587211;-0,0808524884304072;0,238853695488123;-0,0467739539680861;-0,0633659808157197;-0,0788887788927897
"Adgrg1";-0,0349199586099182;-0,023959833511076;-0,0448797480682489;0,173312132035275;0,045636599286834;0,100845204282905;-0,219440604587164;-0,0306178406020409;0,062297897239172;0,0174846706042881;0,0427792898539645;-0,160051605202324;-4,13027259636093e-05;-0,0764301240824391;0,0418646120802052;-0,144603771489693
"Gpsm1";0,0208963042876222;-0,0941303237988348;-0,0414259050360228;0,126448006249064;-0,194416025557471;-0,0124034867321708;0,00523815967886298;0,0313238374634913;0,000513762491567626;0,171679661924466;0,177912705036199;-0,0694489031778466;0,021093968765877;-0,0822876809848656;0,0963305151271321;0,128741143482007
"Prdm1";0,0169582548556344;0,126476133293338;0,0493301830856874;-0,00889731161164671;-0,0980889465162047;-0,00929942383185472;-0,0017058692058706;-0,0130586215911109;-0,0733483913219544;0,0868753127457234;0,183223591336493;0,0103804387669;0,0619923330839438;0,0628758429772325;0,0953651954829711;-0,0457448368987251
"Myrfl";-0,00423548690434753;-0,0215653844622916;-0,0435681837685764;0,0190836823838703;0,0052624576902157;7,62819482537699e-05;0,0268611636147356;-0,0254117546371325;0,0206486745167345;0,0693849954787051;0,0258566594113898;0,0406538358239576;-0,037668309942339;-0,0197221157375855;-0,0211212770548623;-0,01184430585851
"Card11";0,0035082612555219;0,0477012089672516;-0,000433884676048016;0,0271216643182132;0,130820728000044;-0,153029887652196;-0,0501107063564888;-0,0185998651176681;-0,0376187806261539;-0,0658563645493725;-0,0939672091987547;0,0583207710414129;0,0351057136736726;-0,0635363127414369;-0,103326032402112;-0,00417729545885369
"Slc39a6";0,0515024548841763;-0,0508390182194229;0,028085620965888;0,136766799330079;0,0109473595745148;0,0134786096808884;0,0576489724335711;-0,0263779389564681;0,195469531189599;-0,0247972397370693;-0,0253290768223201;0,0106073299664673;8,76414059618539e-05;-0,0625699863486144;-0,162963758894332;-0,00178290613902313
"Siva1";0,0252777647970772;-0,00605905768282541;0,0349034679151856;-0,0423573403315485;-0,075721212359443;-0,00225710666197819;-0,102455965941199;0,0549808455081041;-0,0381240114963837;-0,0346340355645493;0,0712516767563648;-0,153898220552922;0,0336691058932755;-0,0562175625387111;-0,00711266041941266;0,12532709811945
"Trip6";0,00995508854898675;0,0273612346129392;-0,135425544335507;-0,136457058451483;0,0148246731119664;0,036100696546253;-0,0471123318363061;0,0767063081203272;0,017421398630751;-0,0210295141656801;-0,0115507220890898;-0,0479140603683663;-0,0050980399956931;-0,0982420990787572;-0,102778079567746;-0,00785888505052629
"Gm9703";0,0297673857613938;0,023212640832349;-0,0199417744679967;-0,0402108705610083;-0,031602804194759;-0,0194845085553576;-0,0279793626453046;0,0245728957604512;-0,00186898763841156;0,0568224377220923;-0,0426134234630355;-0,0378393815640613;-0,0352328860633745;0,185071655348451;0,0376385071374749;0,0298557804133612
"Idua";-0,0443447684832948;-0,0363463373587512;-0,0414389344781064;0,00794123419617992;-0,0578777785793663;-0,00536588883024866;0,0777976074678956;-0,0409004859078595;0,0491104269228665;-0,00137425251896392;-0,0286054842052189;0,0289607395134412;0,0690587907083286;-0,0152775923124302;-0,0851019246094688;-0,00137263559124275
"Gmppb";-0,0705679968670435;-0,0134808492682449;0,0703046311571709;0,0746769304552172;0,0842665010949152;-0,0234083082499474;0,134368118176032;0,0179352973380101;0,119771278087908;-0,0109527140602269;-0,157975126367719;-0,0633078182192838;-0,0701123121888576;-0,263581331038428;0,374148489618276;-0,17328955308804
"Abhd4";-0,039505479411907;0,00592632309974706;-0,121112201412509;0,0632295462674015;0,0165701437559501;0,10423702998924;0,0493215823043903;0,0138098738522818;0,0418042810416154;-0,0392809192952649;0,0518443945144302;-0,145015383125402;0,0180869219232158;-0,0603575395231746;0,0149826475572792;0,134847842346829
"Nbeal2";-0,0507441517307026;0,0686815743659668;-0,00757959430307146;0,117084504004058;0,0750225649776645;-0,0601264687936849;0,0777621906705542;-0,0414941611559833;-0,0471438566471161;0,0287125937869263;-0,0940837491176764;-0,0481687887379555;-0,0408318587808671;-0,107138034992639;-0,113104345593597;0,0521879098452163
"Mrm1";-0,0348338878846649;0,00148265120032977;0,101314314716725;0,024635657288174;-0,0936908955309129;-0,025557959708498;0,00665257749084933;-0,109038643311003;-0,0800652607214788;-0,00326478847926881;0,016883086386647;-0,206400523923457;-0,00138202101301762;-0,0596138686691499;0,253237860863202;0,0379705737084446
"Dapk2";0,0250670560392352;0,0233144275518007;-0,214835340058025;0,150098337370666;-0,0409171851482744;-0,0228495686522442;0,00495660641992707;0,0574460286990458;-0,0133888228408962;-0,0628087332398124;-0,0588856879329884;-0,0260943944091299;0,123049290686504;0,0887619481794315;-0,107757415230553;0,0877545370968453
"Cenpx";-0,0484925518796814;-0,00655313610948957;0,0494852305894321;-0,0372453060336684;-0,0123825779866068;-0,0945278081955294;0,0147428173129949;0,165066488108822;-0,072868922872269;0,0141835479801433;0,0263554553372359;-0,105706403001294;-0,0411197345841438;-0,0357028694865464;-0,039038221958426;-0,0746469654266913
"Orai3";-0,0705195109253577;-0,0122166999462185;-0,0116808857027632;-0,0654702093288204;0,117849845263709;0,0050455666394703;0,0985620944425728;-0,00717322195740707;0,0321388387029828;-0,0659828031185453;-0,080021940076232;-0,0599987886655245;0,00951939509091325;-0,10041991070761;-0,0366131350385645;-0,0181016836037946
"C4b";-0,0057264191080901;0,0919314499116578;-0,268397099245334;0,034269486805045;0,0482994097025775;-0,015864311867595;-0,0475616525315146;-0,294834633152547;-0,00478960067246867;0,112116989204951;0,0653429406316136;0,0802435487514263;0,00950831801690288;-0,0276484931201422;0,0734616353643184;0,0626952696392361
"Dydc2";-0,238008537265021;0,0191095937998002;-0,0289655600006426;-0,0448247263821558;0,00388925111098241;-0,00489650119808858;0,0709233735352806;-0,0336547193012397;0,0173335968370757;0,0925073065961602;-0,0576139753035855;-0,0430160371515299;-0,0103990538990549;0,152880014347064;0,032581424538978;0,031196549215861
"Zfp719";-0,0203859603179341;-0,0640073416750415;-0,0414440480127331;-0,0367774164075889;-0,00420263747815057;-0,0128354501974373;0,0553252973230863;0,00966406323342239;0,0582270386486757;-0,000648586636766168;-0,0390538171351392;0,095555541534275;-0,00297765857567061;0,0237537053046475;0,074308313187073;-0,000331768596671317
"Gm6763";0,00388206716183125;-0,00481395112148884;-0,010138769647297;0,0128067760488405;0,00501223462966566;0,000276116914561222;0,0157331207931364;0,0201577675397745;0,0200569844127792;0,0484541155063288;0,0272631911336475;0,0412683975535018;0,016554838093681;-0,0042667024525198;-0,00174068157421111;-0,00325234244493466
"Gm8764";0,00388206716183125;-0,00481395112148884;-0,010138769647297;0,0128067760488405;0,00501223462966566;0,000276116914561222;0,0157331207931364;0,0201577675397745;0,0200569844127792;0,0484541155063288;0,0272631911336475;0,0412683975535018;0,016554838093681;-0,0042667024525198;-0,00174068157421111;-0,00325234244493466
"Mospd2";0,0396471299038252;-0,0646794074240376;0,0307288519040876;0,0113267578691605;0,0392557162248725;-0,0457544999883433;-0,0885458229279728;-0,0726914196200548;0,0287200643413904;-0,0608063279317901;-0,119666679677559;-0,00305764031883949;0,00110940061999218;0,0376221649227009;-0,00475378188459144;-0,0848504556061047
"Ccdc88a";0,0498666923018939;-0,153251080163409;0,070420382931889;0,0122325697531096;-0,135475763717775;-0,0499172357852567;0,0731737817942522;-0,060094512684057;0,154902117028322;0,0182383625503608;-0,103528078250161;0,103359141008934;0,0106597732730143;0,13223162734766;-0,0173122267534452;0,00667742750339466
"Cyb561";-0,106787938824027;-0,0265268683898134;0,0300145097788558;-0,0703927216622988;0,075497073009904;-0,0513571362850271;-0,105968642738806;0,164708787729555;0,0686200257607276;0,131431964601605;-0,111878704326729;0,0116945909997452;0,0868480875980293;-0,079408063164056;-0,03065010166633;0,0166834506924552
"Slc39a11";-0,0247843364160363;0,0330522469680579;0,00832382745724711;-0,00567369626264373;-0,0256672024386962;-0,17623628967829;-0,000602950828247833;0,0815689050794521;-0,0254791829028444;0,146064421344414;-0,0595818265334321;0,0127055209073244;-0,0140548178686858;-0,0774953553632051;-0,110417288401427;0,116290014794638
"Irf7";0,0406105359507339;-0,00242003013596877;-0,00256175910505056;-0,0619842996282327;0,262738597158166;-0,333357100491552;0,0366628464185311;-0,0685604247751068;0,106887274622446;-0,0154244645674208;0,0997039387742108;-0,165372121968185;0,167351557507399;-0,0192882119122655;-0,059391091979837;0,0955008113577256
"Fahd2a";-0,0837420002749665;-0,0230390163832207;0,0645619748470159;0,0348517771203104;0,0361456835170375;-0,111197658575995;0,0361362388885741;-0,066341858769119;-0,125755897374809;-0,0463224091434642;-0,133491186998915;-0,0775619477764488;-0,0399656243416732;0,0655864883046291;-0,169464860134444;0,0225072311404374
