"";"PC1";"PC2";"PC3";"PC4";"PC5";"PC6";"PC7";"PC8";"PC9";"PC10";"PC11";"PC12";"PC13";"PC14";"PC15";"PC16"
"Sftpd";-0,0914305346427614;0,425047467817177;-0,0688847883976953;0,114588250872608;-0,0911831449067436;-0,228879252346932;-0,263472888911727;0,0167470485042844;0,146867021086486;-0,19886847270608;0,019423166137222;0,256595820429349;0,0531673290545747;0,00598999404200858;0,0540235415192272;-0,103330304101181
"Gm42453";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Chaf1a";0,0735863005574705;-0,0636023247072537;0,00904638446000659;-0,0409537825550104;-0,0798413665202819;0,038356237616835;-0,111544040629303;0,0484319938556431;0,0563209646306178;0,115418662003834;-0,0283134733834556;0,0795768186825051;0,0564408888627471;-0,00690464768481175;-0,104234446446089;0,147662261445617
"Nudt18";-0,0525673153451857;0,0667969675892871;0,0248083341716892;0,0436838674742968;0,0360891383527234;0,0266446281973715;-0,00705253340200738;-0,0198600705299926;0,00944701049019215;-0,0418457894038483;-0,0384036835255637;-0,115463355507001;-0,0678840193022997;-0,0719037909760738;0,024639449142734;-0,0154680424125287
"Gbp6";-0,0796222965160699;0,0124189028964277;-0,00478653041595758;-0,191548411384875;0,0241580343276681;-0,197447235980376;-0,232574938308758;-0,0524830807669355;0,250346227927408;0,0692425552598921;0,0787071118049548;0,00978559420917191;-0,101687836718205;-0,105732735523153;-0,126185372257761;0,0375804636439153
"Agap3";-0,0448580712824249;-0,0436060194236011;0,0283778638169735;0,0717379380815701;-0,0153482660876374;0,0041253103599485;0,0278538248227892;-0,0163347888738359;0,0428800780206239;-0,0353194572829461;0,0259316813609871;-0,104229406979971;-0,110459640843269;-0,0383087529775275;-0,100047327069634;-0,0700550826133286
"Cemip";-0,0629497993993061;-0,0156623760915146;0,00511070584085634;-0,0169669746613469;0,0134793327841786;0,0761875289542192;-0,0490128378116242;0,00325633004657829;0,0117179332634271;-0,238738661142984;0,0442846431465798;-0,0942111178938194;0,417746680614819;-0,0846030529102642;-0,0499671529202819;-0,0393068425769576
"Sntn";-0,369154427325103;0,0484440573818571;0,0258345843964004;-0,0805069194607423;0,00363555592613944;-0,0157454447175776;0,0914565115126448;-0,00931380028469644;0,0457583491117932;0,0425798602861267;-0,11924026790024;-0,0447070372350784;0,0596700486653579;0,0922590652549002;0,137730441895442;0,0416069153530099
"Slc38a5";-0,032897685464566;-0,11469799692901;0,155167046854391;0,249514413017915;-0,17617862046479;-0,0682954397406324;-0,077070681742498;0,0232114341968252;0,0223971462449846;-0,15891566910581;-0,192674548419789;-0,100849215417386;0,351826037868409;-0,0175104869224397;-0,0852657236469176;-0,000367189816266703
"Kcnk9";0,000252501799244114;-0,000480860161908492;0,000268109396983033;-0,00109324807008329;0,00145360369426718;0,00382232872213817;7,69742000289848e-05;0,00206696970968798;0,000443885430105156;-0,00241320200162999;0,000373764234616611;-0,00162822136414858;0,000133674635131868;-0,000768580276826816;0,000590529456774277;0,000487591400027242
"Nbl1";-0,0978358596373081;0,0929444204467179;-0,0810293921765076;0,199550501203231;-0,112659021719361;0,100465275573689;-0,00788713266450155;-0,249593650467469;-0,134196840937536;0,014701753107391;0,000295311407326322;-0,0317424017998182;0,0117564207936652;-0,028935690759693;-0,00883625347830947;0,125185654193476
"Sspo";-0,104598099687136;0,0352374238458911;0,0253953455244627;0,00413145506515247;-0,0581134200806081;0,0555282873365051;0,0884298982670693;-0,0296237747728558;0,0197430473804024;0,0566085905809823;-0,0157623265136134;0,0320024851483802;0,0801486805382776;-0,233012810817592;0,0303878773909542;-0,00122747768351266
"Cmpk2";-0,0787657133959519;-0,07755582157481;0,164997641317895;-0,0423318675116633;0,0537741576108171;-0,297042677816102;-0,150808849580477;-0,105547246906907;0,0837853108189339;0,0383703753086947;-0,108821444534102;0,0395166673227648;0,036989263498024;0,0668435474228415;-0,0328156714655922;0,0265827466440426
"Glt1d1";0,0113598380879112;-0,0224844524309953;0,0467589116906477;0,0562341210035362;-0,021296948473421;-0,0126907556036108;-0,116392459882857;-0,041340633625341;0,131758602985371;0,0333725512546659;-0,00779460857366465;0,0291761791978367;-0,0377009492707224;-0,0819249881723335;0,0406216881915661;0,0552587287584336
"Col7a1";0,119485767805731;0,226985855342094;0,134576640043447;0,0559724950292147;-0,0622093825750614;0,16674146986758;0,0853266448112989;-0,192896206002457;0,131842204418219;0,14258793315211;-0,0178712741342395;-0,0711054397195092;-0,00543207536284446;0,0974077497008478;-0,312136419219306;-0,0331643887892764
"Sap25";-0,0500919756599354;0,0176088992099071;0,077745739841223;0,0978650837873181;-0,000703901416889271;0,0216989806070302;0,0174153719652036;0,000782908149829565;-0,0157038349441034;-0,0294268065100417;-0,0133372028689025;0,20316086623521;0,0176827131211859;-0,0921329031771898;-0,164088050135324;-0,162042957092725
"Hps1";-0,0546877812796857;0,00847725953525864;0,108453929362668;-0,0610406235107093;-0,0309270842359339;0,034264097287451;-0,00705814025594933;-0,0351496837760679;-0,0527608797358002;0,0336525390249762;-0,0243085744311933;-0,0976539729419479;-0,0215198351883775;0,0565800364683314;-0,00969403276055445;-0,0564265446311571
"Hsdl1";-0,0395880230637295;-0,0622287374672035;-0,0119573709056298;-0,00789752587364185;0,0310073206956978;0,00989444950036859;-0,0164618238820227;-0,0232271460432115;0,0435394415499012;0,00232630143613909;0,031388927451491;0,0310249338089251;0,0114882729118288;-0,0585222692727108;0,0175989081496564;0,145174112757252
"Fam186b";-0,010319286307553;-0,00377907500874947;-0,00936868239192774;0,00612062359965692;0,0053259247140114;0,0112347934866366;0,0114503384152941;0,0049427226169639;0,00949702267850059;0,0135497739911422;-0,0161793945369549;0,0239664373954711;0,0377919806103434;-0,0470062006250249;-0,0134351411056601;-0,00970473614633753
"Psmb2";0,0238120179183918;-0,0351538797726347;-0,0171174577760279;-0,0082037843004933;0,00563715275410937;0,0270278452330757;-0,0554976017379344;0,0867910650339106;0,0894594427227375;0,0238104694451857;0,0663976173285847;0,00370883938257494;-0,0493319640657704;-0,0467230065172121;0,0309229709049227;0,223761395356607
"Mrps12";-0,0312004680813649;-0,0249394791214568;0,0258783391911178;0,0249144565646296;0,00992866007350856;-0,0592362152672045;0,0262841155350121;0,0671521721863317;-0,103167470166651;0,104115306540975;-0,0370362628947007;-0,0464742064267922;-0,072709398341258;-0,0353937684770397;-0,160187387032111;0,0865718944624387
"C1qtnf5";-0,011859715275075;0,0776944001240247;-0,0495823071074694;0,111412309909484;0,034437070743806;-0,00841054192951;-0,0868024860207766;-0,0663597325317706;0,0558129019119308;0,148463218598441;0,111006952484666;-0,0982181790021322;0,0153445260588043;0,0467310292027376;-0,124862120309595;0,0118516040437996
"Ganab";-0,0159174398418634;-0,0104856369753283;0,0352768153081974;-0,0724664956512072;-0,0258170816087751;-0,0039731775471239;0,00376113339446299;0,0242328639083502;-0,00819796251133647;0,041811611308843;0,00444853436125024;-0,0829138304849791;-0,0369763830851216;0,00730986137031198;-0,0306812739137232;-0,0111215306520546
"Ehd3";-0,175827010453299;-0,0227211964893072;0,0788505262960005;0,0829751862742306;0,0067731263038427;-0,0159628293878244;0,00244097501161997;-0,0221331964986253;0,0764893473991392;0,199987936284856;-0,051197681781625;0,0768285219569135;0,155215385985925;0,0134297499754425;-0,00135296747430419;0,0292904132492427
"Pgap4";-0,10731747630199;0,0280010602334767;0,269347585600197;0,248101916570513;0,0405209546956751;-0,0734533545526032;0,0883734337676674;-0,127637949923108;-0,0582313493783062;-0,0692244241782878;0,0159108563823754;-0,0629567524712929;-0,0694913676657479;0,0661134230665212;0,0401320467457805;0,00398559294594633
"Tor1a";0,0293028465910901;-0,00574419108473272;0,03066059674182;0,0109483416483243;-0,0487913289883061;-0,0181244638358287;-0,0356017520619417;0,0447407446087483;0,0303100465078018;0,0597701809759412;0,0310572568832766;-0,00161751150235283;-0,0560256901010017;-0,107017547431466;-0,0262345461448969;0,0719587483950234
"Catip";-0,275384353687178;0,0635101559611966;0,0157840142551395;-0,0940701531320233;-0,111439744398305;0,00641764055098127;0,132053322612045;-0,0658996525782496;0,0920549898167429;0,0455795221187381;-0,0842883009300951;0,0701345429579844;0,0183018784205071;0,0421587699004274;-0,0527994794793303;0,107931555294384
"Abi3bp";-0,10473554673667;0,000783874671489975;-0,0455783161470765;-0,0743969526458932;0,00643690887985975;-0,000906289291963398;-0,0231291832694024;-0,023883051303426;-0,036001411277744;-0,0218990533967283;0,2140352498822;0,0379698001015611;0,140417527955477;-0,045548436805482;0,0739758715134279;-0,0685268700190763
"Plec";-0,00767245988713809;0,0627886397627673;0,0173819711819544;-0,122891374327957;0,00257039736023476;0,0955787720805946;0,147471608853338;-0,0414419345892281;0,00160574746792305;-0,0215846777185238;0,0118274599945694;0,0998508574439804;0,00497144102042621;-0,0911413932416544;-0,0762792848193739;0,109875150165019
